Simulation ID [ ],Water Depth [m],Significant Wave Height [m],Wave Peak Period [s],Float Diameter [m],Power Takeoff Stiffness [N/m],Power Takeoff Damping [N.s/m],Expected Power Output [kW],Wave Power Transport [kW/m],Hydrodynamic Efficiency [  ],Simulation Terminal Condition
18789,90,2.86458333333333,6.25,25,875,50000,55.1013250851861,25.1614098763112,0.087596562125976,COMPLETE
1879,20,1.5625,12.5,10,0,100000000,0.531263290680075,14.972078604086,0.00354836028268706,COMPLETE
18790,90,2.86458333333333,6.25,25,875,500000,235.677628674639,25.1614098763112,0.374665219211779,COMPLETE
18791,90,2.86458333333333,6.25,25,875,5000000,418.731966494966,25.1614098763112,0.665673296613145,COMPLETE
18792,90,2.86458333333333,6.25,25,875,50000000,39.6982087379335,25.1614098763112,0.0631096730001736,COMPLETE
18793,90,2.86458333333333,6.25,35,125,50000,30.0901373530816,25.1614098763112,0.034168125487175,COMPLETE
18794,90,2.86458333333333,6.25,35,125,500000,204.71608942558,25.1614098763112,0.232460388952682,COMPLETE
18795,90,2.86458333333333,6.25,35,125,5000000,418.720641749705,25.1614098763112,0.475468066612503,COMPLETE
18796,90,2.86458333333333,6.25,35,125,50000000,89.7050029162848,25.1614098763112,0.101862339826013,COMPLETE
18797,90,2.86458333333333,6.25,35,375,50000,31.033218371321,25.1614098763112,0.0352390182583732,COMPLETE
18798,90,2.86458333333333,6.25,35,375,500000,203.95619864194,25.1614098763112,0.231597513408204,COMPLETE
18799,90,2.86458333333333,6.25,35,375,5000000,572.459969108727,25.1614098763112,0.650043030092321,COMPLETE
188,20,1.4375,5,30,500,10000000,37.6804679874134,5.06894693219936,0.247786298886241,COMPLETE
1880,20,1.5625,12.5,10,250,10000,0.903134809898833,14.972078604086,0.00603212709324382,COMPLETE
18800,90,2.86458333333333,6.25,35,375,50000000,87.5419859317025,25.1614098763112,0.099406178363775,COMPLETE
18801,90,2.86458333333333,6.25,35,625,50000,33.5506023405821,25.1614098763112,0.0380975725531513,COMPLETE
18802,90,2.86458333333333,6.25,35,625,500000,246.733169784615,25.1614098763112,0.280171865223666,COMPLETE
18803,90,2.86458333333333,6.25,35,625,5000000,584.434534218067,25.1614098763112,0.663640457000323,COMPLETE
18804,90,2.86458333333333,6.25,35,625,50000000,138.921794765645,25.1614098763112,0.157749273815462,COMPLETE
18805,90,2.86458333333333,6.25,35,875,50000,34.4703329434211,25.1614098763112,0.0391419503266207,COMPLETE
18806,90,2.86458333333333,6.25,35,875,500000,196.491715935826,25.1614098763112,0.223121401158977,COMPLETE
18807,90,2.86458333333333,6.25,35,875,5000000,531.968715829477,25.1614098763112,0.604064169745353,COMPLETE
18808,90,2.86458333333333,6.25,35,875,50000000,158.15754469964,25.1614098763112,0.179591962995389,COMPLETE
18809,90,2.86458333333333,6.25,45,125,50000,10.1442104346484,25.1614098763112,0.00895923160331233,COMPLETE
1881,20,1.5625,12.5,10,250,100000,6.86363349540249,14.972078604086,0.0458428898010817,COMPLETE
18810,90,2.86458333333333,6.25,45,125,500000,91.6663903637364,25.1614098763112,0.0809585355902384,COMPLETE
18811,90,2.86458333333333,6.25,45,125,5000000,564.712061583641,25.1614098763112,0.498746174628934,COMPLETE
18812,90,2.86458333333333,6.25,45,125,50000000,208.585377101237,25.1614098763112,0.18421982810326,COMPLETE
18813,90,2.86458333333333,6.25,45,375,50000,13.5979719570605,25.1614098763112,0.0120095477990618,COMPLETE
18814,90,2.86458333333333,6.25,45,375,500000,108.581371017945,25.1614098763112,0.0958976213104031,COMPLETE
18815,90,2.86458333333333,6.25,45,375,5000000,446.685237684997,25.1614098763112,0.394506455084122,COMPLETE
18816,90,2.86458333333333,6.25,45,375,50000000,114.571365520693,25.1614098763112,0.101187904708842,COMPLETE
18817,90,2.86458333333333,6.25,45,625,50000,11.2501136058407,25.1614098763112,0.00993595056092655,COMPLETE
18818,90,2.86458333333333,6.25,45,625,500000,99.2824912530952,25.1614098763112,0.0876849745005451,COMPLETE
18819,90,2.86458333333333,6.25,45,625,5000000,468.867125248253,25.1614098763112,0.414097202866626,COMPLETE
1882,20,1.5625,12.5,10,250,1000000,22.1539987389093,14.972078604086,0.147968757877502,COMPLETE
18820,90,2.86458333333333,6.25,45,625,50000000,193.833400661629,25.1614098763112,0.171191078908781,COMPLETE
18821,90,2.86458333333333,6.25,45,875,50000,10.0813874888489,25.1614098763112,0.00890374721396079,COMPLETE
18822,90,2.86458333333333,6.25,45,875,500000,80.3478285141616,25.1614098763112,0.0709621324517156,COMPLETE
18823,90,2.86458333333333,6.25,45,875,5000000,531.153292783993,25.1614098763112,0.469107516801892,COMPLETE
18824,90,2.86458333333333,6.25,45,875,50000000,258.402230308138,25.1614098763112,0.228217409630589,COMPLETE
18825,90,5.33854166666667,6.25,15,125,50000,151.72030315007,87.3891115745438,0.115743102251856,COMPLETE
18826,90,5.33854166666667,6.25,15,125,500000,509.806438032393,87.3891115745438,0.388916825637195,COMPLETE
18827,90,5.33854166666667,6.25,15,125,5000000,199.897953098316,87.3891115745438,0.152496460559468,COMPLETE
18828,90,5.33854166666667,6.25,15,125,50000000,25.0637664747398,87.3891115745438,0.019120434283822,COMPLETE
18829,90,5.33854166666667,6.25,15,375,50000,136.332133988334,87.3891115745438,0.104003905850476,COMPLETE
1883,20,1.5625,12.5,10,250,10000000,4.98762078469386,14.972078604086,0.0333128145836256,COMPLETE
18830,90,5.33854166666667,6.25,15,375,500000,492.751040250867,87.3891115745438,0.37590574796079,COMPLETE
18831,90,5.33854166666667,6.25,15,375,5000000,213.705231724131,87.3891115745438,0.163029640553361,COMPLETE
18832,90,5.33854166666667,6.25,15,375,50000000,23.6254085747793,87.3891115745438,0.0180231519687108,COMPLETE
18833,90,5.33854166666667,6.25,15,625,50000,139.82494403252,87.3891115745438,0.106668471249417,COMPLETE
18834,90,5.33854166666667,6.25,15,625,500000,457.52542201257,87.3891115745438,0.349033126109993,COMPLETE
18835,90,5.33854166666667,6.25,15,625,5000000,191.904413730737,87.3891115745438,0.146398416822627,COMPLETE
18836,90,5.33854166666667,6.25,15,625,50000000,22.2378885689827,87.3891115745438,0.0169646524365251,COMPLETE
18837,90,5.33854166666667,6.25,15,875,50000,141.562499153107,87.3891115745438,0.107994002610842,COMPLETE
18838,90,5.33854166666667,6.25,15,875,500000,532.190689127259,87.3891115745438,0.405993133880144,COMPLETE
18839,90,5.33854166666667,6.25,15,875,5000000,211.845468644388,87.3891115745438,0.161610880217178,COMPLETE
1884,20,1.5625,12.5,10,250,100000000,0.532066417101434,14.972078604086,0.00355372444382057,COMPLETE
18840,90,5.33854166666667,6.25,15,875,50000000,18.8157978887622,87.3891115745438,0.0143540368281176,COMPLETE
18841,90,5.33854166666667,6.25,25,125,50000,131.319211217655,87.3891115745438,0.060107813823299,COMPLETE
18842,90,5.33854166666667,6.25,25,125,500000,731.953679382396,87.3891115745438,0.335031981076056,COMPLETE
18843,90,5.33854166666667,6.25,25,125,5000000,1054.36381669957,87.3891115745438,0.482606493052711,COMPLETE
18844,90,5.33854166666667,6.25,25,125,50000000,117.889636985191,87.3891115745438,0.0539607897876978,COMPLETE
18845,90,5.33854166666667,6.25,25,375,50000,101.595751541583,87.3891115745438,0.0465027048386553,COMPLETE
18846,90,5.33854166666667,6.25,25,375,500000,775.641750414742,87.3891115745438,0.355029012855045,COMPLETE
18847,90,5.33854166666667,6.25,25,375,5000000,903.710526500426,87.3891115745438,0.413649027993403,COMPLETE
18848,90,5.33854166666667,6.25,25,375,50000000,146.264393843591,87.3891115745438,0.0669485665700247,COMPLETE
18849,90,5.33854166666667,6.25,25,625,50000,99.6093286521254,87.3891115745438,0.0455934735380197,COMPLETE
1885,20,1.5625,12.5,10,500,10000,0.680953281936353,14.972078604086,0.00454815460126234,COMPLETE
18850,90,5.33854166666667,6.25,25,625,500000,788.723978121564,87.3891115745438,0.361017048421999,COMPLETE
18851,90,5.33854166666667,6.25,25,625,5000000,873.14857092456,87.3891115745438,0.399660120210631,COMPLETE
18852,90,5.33854166666667,6.25,25,625,50000000,148.241628209018,87.3891115745438,0.0678535920725393,COMPLETE
18853,90,5.33854166666667,6.25,25,875,50000,125.39569503521,87.3891115745438,0.0573964846539245,COMPLETE
18854,90,5.33854166666667,6.25,25,875,500000,697.719040595424,87.3891115745438,0.31936200198134,COMPLETE
18855,90,5.33854166666667,6.25,25,875,5000000,835.175164207363,87.3891115745438,0.382278821312859,COMPLETE
18856,90,5.33854166666667,6.25,25,875,50000000,146.954518474169,87.3891115745438,0.0672644524364186,COMPLETE
18857,90,5.33854166666667,6.25,35,125,50000,90.0275626469514,87.3891115745438,0.0294340568210613,COMPLETE
18858,90,5.33854166666667,6.25,35,125,500000,557.344152404938,87.3891115745438,0.182220855129734,COMPLETE
18859,90,5.33854166666667,6.25,35,125,5000000,2287.24863700745,87.3891115745438,0.747804387525003,COMPLETE
1886,20,1.5625,12.5,10,500,100000,7.39229644832179,14.972078604086,0.0493738821696031,COMPLETE
18860,90,5.33854166666667,6.25,35,125,50000000,394.661552279207,87.3891115745438,0.129032600831694,COMPLETE
18861,90,5.33854166666667,6.25,35,375,50000,67.7471390257746,87.3891115745438,0.0221495848706786,COMPLETE
18862,90,5.33854166666667,6.25,35,375,500000,596.553631352182,87.3891115745438,0.195040196199571,COMPLETE
18863,90,5.33854166666667,6.25,35,375,5000000,1229.34669029468,87.3891115745438,0.401928690181444,COMPLETE
18864,90,5.33854166666667,6.25,35,375,50000000,411.911216523838,87.3891115745438,0.134672291417474,COMPLETE
18865,90,5.33854166666667,6.25,35,625,50000,82.5512707307287,87.3891115745438,0.0269897209465479,COMPLETE
18866,90,5.33854166666667,6.25,35,625,500000,522.386515169285,87.3891115745438,0.17079163222875,COMPLETE
18867,90,5.33854166666667,6.25,35,625,5000000,1475.48343454683,87.3891115745438,0.482401855321766,COMPLETE
18868,90,5.33854166666667,6.25,35,625,50000000,451.746801362074,87.3891115745438,0.147696334645512,COMPLETE
18869,90,5.33854166666667,6.25,35,875,50000,80.2397882664051,87.3891115745438,0.0262339934316024,COMPLETE
1887,20,1.5625,12.5,10,500,1000000,22.2595691501684,14.972078604086,0.148673873139389,COMPLETE
18870,90,5.33854166666667,6.25,35,875,500000,621.486414441277,87.3891115745438,0.203191843679238,COMPLETE
18871,90,5.33854166666667,6.25,35,875,5000000,1599.59235549535,87.3891115745438,0.522978640072953,COMPLETE
18872,90,5.33854166666667,6.25,35,875,50000000,316.225423429812,87.3891115745438,0.103388304735055,COMPLETE
18873,90,5.33854166666667,6.25,45,125,50000,36.6005187775248,87.3891115745438,0.00930716478366967,COMPLETE
18874,90,5.33854166666667,6.25,45,125,500000,274.590985876559,87.3891115745438,0.0698258833214352,COMPLETE
18875,90,5.33854166666667,6.25,45,125,5000000,1103.96147677798,87.3891115745438,0.280726932906355,COMPLETE
18876,90,5.33854166666667,6.25,45,125,50000000,713.62392395517,87.3891115745438,0.181467795420929,COMPLETE
18877,90,5.33854166666667,6.25,45,375,50000,35.2334324660987,87.3891115745438,0.00895952770094737,COMPLETE
18878,90,5.33854166666667,6.25,45,375,500000,192.106975639777,87.3891115745438,0.0488509818464583,COMPLETE
18879,90,5.33854166666667,6.25,45,375,5000000,1707.90241748929,87.3891115745438,0.434303385988114,COMPLETE
1888,20,1.5625,12.5,10,500,10000000,5.40882566015095,14.972078604086,0.0361260837802096,COMPLETE
18880,90,5.33854166666667,6.25,45,375,50000000,617.124534330338,87.3891115745438,0.156928915897905,COMPLETE
18881,90,5.33854166666667,6.25,45,625,50000,35.5283476398188,87.3891115745438,0.00903452183247052,COMPLETE
18882,90,5.33854166666667,6.25,45,625,500000,307.810188648347,87.3891115745438,0.078273211515292,COMPLETE
18883,90,5.33854166666667,6.25,45,625,5000000,1548.62604772391,87.3891115745438,0.393800915830195,COMPLETE
18884,90,5.33854166666667,6.25,45,625,50000000,604.299482810798,87.3891115745438,0.15366762693703,COMPLETE
18885,90,5.33854166666667,6.25,45,875,50000,49.1690973671384,87.3891115745438,0.012503235111008,COMPLETE
18886,90,5.33854166666667,6.25,45,875,500000,301.513327926553,87.3891115745438,0.0766719795569749,COMPLETE
18887,90,5.33854166666667,6.25,45,875,5000000,1755.58739299138,87.3891115745438,0.44642922298515,COMPLETE
18888,90,5.33854166666667,6.25,45,875,50000000,627.680940549878,87.3891115745438,0.159613309876193,COMPLETE
18889,90,7.8125,6.25,15,125,50000,203.157412151006,187.150982551075,0.0723684550950058,COMPLETE
1889,20,1.5625,12.5,10,500,100000000,0.642297138268817,14.972078604086,0.00428996637843945,COMPLETE
