Simulation ID [ ],Water Depth [m],Significant Wave Height [m],Wave Peak Period [s],Float Diameter [m],Power Takeoff Stiffness [N/m],Power Takeoff Damping [N.s/m],Expected Power Output [kW],Wave Power Transport (deep water) [kW/m],Hydrodynamic Efficiency (deep water) [ ],Simulation Terminal Condition
26143,60,1.4375,5,20,1000,1000000,44.9326100097474,5.06894693219936,0.443214444841817,COMPLETE
26144,60,1.4375,5,20,1000,10000000,11.7213842943813,5.06894693219936,0.115619520692985,COMPLETE
26145,60,1.4375,5,20,1000,100000000,0.838825347092425,5.06894693219936,0.00827415791003821,COMPLETE
26146,60,1.4375,5,30,0,10000,3.29555099108423,5.06894693219936,0.0216715032080922,COMPLETE
26147,60,1.4375,5,30,0,100000,29.8572129223695,5.06894693219936,0.196340668793277,COMPLETE
26148,60,1.4375,5,30,0,1000000,83.2832961445886,5.06894693219936,0.547669941827891,COMPLETE
26149,60,1.4375,5,30,0,10000000,39.7655970707478,5.06894693219936,0.261498082360695,COMPLETE
2615,20,2.25,15,50,750,10000,0.914187769161768,37.2553226321193,0.000490768944984849,COMPLETE
26150,60,1.4375,5,30,0,100000000,3.62057479145421,5.06894693219936,0.0238088557635467,COMPLETE
26151,60,1.4375,5,30,250,10000,3.85746563915863,5.06894693219936,0.0253666470949152,COMPLETE
26152,60,1.4375,5,30,250,100000,34.6791990939732,5.06894693219936,0.228049991170627,COMPLETE
26153,60,1.4375,5,30,250,1000000,104.487704407058,5.06894693219936,0.687109872488656,COMPLETE
26154,60,1.4375,5,30,250,10000000,30.4278526216086,5.06894693219936,0.200093188510368,COMPLETE
26155,60,1.4375,5,30,250,100000000,4.0497220527313,5.06894693219936,0.0266309229306672,COMPLETE
26156,60,1.4375,5,30,500,10000,1.80483827994837,5.06894693219936,0.0118685945627321,COMPLETE
26157,60,1.4375,5,30,500,100000,31.8299615237497,5.06894693219936,0.209313439586152,COMPLETE
26158,60,1.4375,5,30,500,1000000,87.7543698714443,5.06894693219936,0.57707166823944,COMPLETE
26159,60,1.4375,5,30,500,10000000,45.0088616151753,5.06894693219936,0.295977726190467,COMPLETE
2616,20,2.25,15,50,750,100000,6.37899883647829,37.2553226321193,0.00342447649667041,COMPLETE
26160,60,1.4375,5,30,500,100000000,4.44930727816036,5.06894693219936,0.0292585905098429,COMPLETE
26161,60,1.4375,5,30,750,10000,3.58906004627368,5.06894693219936,0.0236016151827971,COMPLETE
26162,60,1.4375,5,30,750,100000,16.9120605211586,5.06894693219936,0.111213504154933,COMPLETE
26163,60,1.4375,5,30,750,1000000,79.4512847163788,5.06894693219936,0.522470681314378,COMPLETE
26164,60,1.4375,5,30,750,10000000,40.9792487840175,5.06894693219936,0.269479041256123,COMPLETE
26165,60,1.4375,5,30,750,100000000,4.08084127013351,5.06894693219936,0.0268355625255604,COMPLETE
26166,60,1.4375,5,30,1000,10000,7.13442446259114,5.06894693219936,0.0469158884348101,COMPLETE
26167,60,1.4375,5,30,1000,100000,43.9431521162628,5.06894693219936,0.288969633496087,COMPLETE
26168,60,1.4375,5,30,1000,1000000,73.4482817430783,5.06894693219936,0.482995006822913,COMPLETE
26169,60,1.4375,5,30,1000,10000000,33.9689595064229,5.06894693219936,0.223379464287034,COMPLETE
2617,20,2.25,15,50,750,1000000,65.357551135536,37.2553226321193,0.035086289162445,COMPLETE
26170,60,1.4375,5,30,1000,100000000,2.48658272161041,5.06894693219936,0.0163517377137708,COMPLETE
26171,60,1.4375,5,40,0,10000,2.46818285056547,5.06894693219936,0.0121730552892894,COMPLETE
26172,60,1.4375,5,40,0,100000,7.41857598013176,5.06894693219936,0.0365883490168683,COMPLETE
26173,60,1.4375,5,40,0,1000000,58.6072100084917,5.06894693219936,0.289050224792266,COMPLETE
26174,60,1.4375,5,40,0,10000000,37.8242397857509,5.06894693219936,0.186548805361725,COMPLETE
26175,60,1.4375,5,40,0,100000000,5.68313680751662,5.06894693219936,0.0280291788587081,COMPLETE
26176,60,1.4375,5,40,250,10000,2.96049502378983,5.06894693219936,0.0146011344337812,COMPLETE
26177,60,1.4375,5,40,250,100000,10.7496176501695,5.06894693219936,0.0530170161275753,COMPLETE
26178,60,1.4375,5,40,250,1000000,58.3701423830843,5.06894693219936,0.287881009427722,COMPLETE
26179,60,1.4375,5,40,250,10000000,70.678051985145,5.06894693219936,0.348583507237856,COMPLETE
2618,20,2.25,15,50,750,10000000,438.582840922655,37.2553226321193,0.235447077054453,COMPLETE
26180,60,1.4375,5,40,250,100000000,6.74850360551252,5.06894693219936,0.0332835581817012,COMPLETE
26181,60,1.4375,5,40,500,10000,1.86275651611792,5.06894693219936,0.00918709813415668,COMPLETE
26182,60,1.4375,5,40,500,100000,9.51115804348278,5.06894693219936,0.0469089446521192,COMPLETE
26183,60,1.4375,5,40,500,1000000,52.0583533881527,5.06894693219936,0.256751323719053,COMPLETE
26184,60,1.4375,5,40,500,10000000,36.0186685967865,5.06894693219936,0.177643744739099,COMPLETE
26185,60,1.4375,5,40,500,100000000,6.04620607741422,5.06894693219936,0.0298198331837282,COMPLETE
26186,60,1.4375,5,40,750,10000,1.38304666318231,5.06894693219936,0.00682117351829438,COMPLETE
26187,60,1.4375,5,40,750,100000,17.9903378640343,5.06894693219936,0.0887281821286918,COMPLETE
26188,60,1.4375,5,40,750,1000000,60.2615432301425,5.06894693219936,0.297209381140609,COMPLETE
26189,60,1.4375,5,40,750,10000000,68.3121516742381,5.06894693219936,0.336914908500523,COMPLETE
2619,20,2.25,15,50,750,100000000,548.43020745061,37.2553226321193,0.294417102686845,COMPLETE
26190,60,1.4375,5,40,750,100000000,7.26808135545799,5.06894693219936,0.0358461109016999,COMPLETE
26191,60,1.4375,5,40,1000,10000,3.96062468146436,5.06894693219936,0.0195337647761973,COMPLETE
26192,60,1.4375,5,40,1000,100000,10.072424217308,5.06894693219936,0.0496771042981588,COMPLETE
26193,60,1.4375,5,40,1000,1000000,72.3484587345051,5.06894693219936,0.356821938078142,COMPLETE
26194,60,1.4375,5,40,1000,10000000,61.2009961294584,5.06894693219936,0.301842754264661,COMPLETE
26195,60,1.4375,5,40,1000,100000000,5.36839225805662,5.06894693219936,0.0264768616137757,COMPLETE
26196,60,1.4375,5,50,0,10000,0.385096197828343,5.06894693219936,0.00151943274600926,COMPLETE
26197,60,1.4375,5,50,0,100000,3.30733592148893,5.06894693219936,0.0130494004602014,COMPLETE
26198,60,1.4375,5,50,0,1000000,21.7829688608204,5.06894693219936,0.0859467228684086,COMPLETE
26199,60,1.4375,5,50,0,10000000,50.7180666043574,5.06894693219936,0.200112833228464,COMPLETE
262,20,2.625,5,10,500,1000000,16.9536788026161,16.902877860869,0.100300546109161,COMPLETE
2620,20,2.25,15,50,1000,10000,0.809484207137677,37.2553226321193,0.000434560299010692,COMPLETE
26200,60,1.4375,5,50,0,100000000,9.09849767384537,5.06894693219936,0.035898965980682,COMPLETE
26201,60,1.4375,5,50,250,10000,0.221759075556165,5.06894693219936,0.000874970989131842,COMPLETE
26202,60,1.4375,5,50,250,100000,3.08771397320966,5.06894693219936,0.012182861704847,COMPLETE
26203,60,1.4375,5,50,250,1000000,20.5530244931392,5.06894693219936,0.0810938633528816,COMPLETE
26204,60,1.4375,5,50,250,10000000,65.8062756066853,5.06894693219936,0.259644760487294,COMPLETE
26205,60,1.4375,5,50,250,100000000,11.9272543871859,5.06894693219936,0.0470600878120094,COMPLETE
26206,60,1.4375,5,50,500,10000,0.235041691560475,5.06894693219936,0.000927378781842932,COMPLETE
26207,60,1.4375,5,50,500,100000,2.84881642835867,5.06894693219936,0.0112402692964181,COMPLETE
26208,60,1.4375,5,50,500,1000000,20.8701901326001,5.06894693219936,0.0823452697838553,COMPLETE
26209,60,1.4375,5,50,500,10000000,52.6614455500778,5.06894693219936,0.207780615005289,COMPLETE
2621,20,2.25,15,50,1000,100000,7.55841071217574,37.2553226321193,0.00405762730164056,COMPLETE
26210,60,1.4375,5,50,500,100000000,10.2505011870233,5.06894693219936,0.0404443026298393,COMPLETE
26211,60,1.4375,5,50,750,10000,0.292914996712126,5.06894693219936,0.00115572327203289,COMPLETE
26212,60,1.4375,5,50,750,100000,3.31109333533805,5.06894693219936,0.0130642256848461,COMPLETE
26213,60,1.4375,5,50,750,1000000,21.975136959704,5.06894693219936,0.0867049399160673,COMPLETE
26214,60,1.4375,5,50,750,10000000,65.8938966646483,5.06894693219936,0.259990477493745,COMPLETE
26215,60,1.4375,5,50,750,100000000,7.07401972083914,5.06894693219936,0.0279112005529314,COMPLETE
26216,60,1.4375,5,50,1000,10000,0.350661506332997,5.06894693219936,0.00138356747870252,COMPLETE
26217,60,1.4375,5,50,1000,100000,2.6545344967021,5.06894693219936,0.0104737119256063,COMPLETE
26218,60,1.4375,5,50,1000,1000000,21.8496726427923,5.06894693219936,0.0862099088234566,COMPLETE
26219,60,1.4375,5,50,1000,10000000,49.9543584345893,5.06894693219936,0.197099551850761,COMPLETE
2622,20,2.25,15,50,1000,1000000,54.391905318464,37.2553226321193,0.0291995352479222,COMPLETE
26220,60,1.4375,5,50,1000,100000000,12.8399785763372,5.06894693219936,0.0506613257076102,COMPLETE
26221,60,2.625,5,10,0,10000,9.40082891034477,16.902877860869,0.0556167357282286,COMPLETE
26222,60,2.625,5,10,0,100000,35.6082873982856,16.902877860869,0.210664051952482,COMPLETE
26223,60,2.625,5,10,0,1000000,17.2670549577204,16.902877860869,0.102154527174893,COMPLETE
26224,60,2.625,5,10,0,10000000,2.14793504410095,16.902877860869,0.0127075108853122,COMPLETE
26225,60,2.625,5,10,0,100000000,0.23286897220329,16.902877860869,0.00137768830917481,COMPLETE
26226,60,2.625,5,10,250,10000,10.6677971621608,16.902877860869,0.0631123128852354,COMPLETE
26227,60,2.625,5,10,250,100000,34.0958137277073,16.902877860869,0.201716027343727,COMPLETE
26228,60,2.625,5,10,250,1000000,12.1720154616014,16.902877860869,0.072011497460916,COMPLETE
26229,60,2.625,5,10,250,10000000,1.89818687307098,16.902877860869,0.0112299626649103,COMPLETE
2623,20,2.25,15,50,1000,10000000,538.637689023286,37.2553226321193,0.28916012583872,COMPLETE
26230,60,2.625,5,10,250,100000000,0.186951704797898,16.902877860869,0.00110603476127992,COMPLETE
26231,60,2.625,5,10,500,10000,6.42901714472749,16.902877860869,0.0380350446689968,COMPLETE
26232,60,2.625,5,10,500,100000,34.1951166957201,16.902877860869,0.2023035188279,COMPLETE
26233,60,2.625,5,10,500,1000000,19.4078301025197,16.902877860869,0.114819679005371,COMPLETE
26234,60,2.625,5,10,500,10000000,1.74152207973175,16.902877860869,0.0103031098849946,COMPLETE
26235,60,2.625,5,10,500,100000000,0.157203362926725,16.902877860869,0.000930039039628031,COMPLETE
26236,60,2.625,5,10,750,10000,5.53944894058095,16.902877860869,0.0327722236779871,COMPLETE
26237,60,2.625,5,10,750,100000,31.863776388375,16.902877860869,0.188510954469719,COMPLETE
26238,60,2.625,5,10,750,1000000,19.4141815455382,16.902877860869,0.114857255109693,COMPLETE
26239,60,2.625,5,10,750,10000000,1.91991054118694,16.902877860869,0.0113584831943419,COMPLETE
2624,20,2.25,15,50,1000,100000000,612.284920448058,37.2553226321193,0.328696614169264,COMPLETE
26240,60,2.625,5,10,750,100000000,0.133339177230872,16.902877860869,0.0007888548821592,COMPLETE
26241,60,2.625,5,10,1000,10000,8.03930108266477,16.902877860869,0.0475617297174947,COMPLETE
26242,60,2.625,5,10,1000,100000,41.4464115916168,16.902877860869,0.245203283918695,COMPLETE
26243,60,2.625,5,10,1000,1000000,17.2293879241133,16.902877860869,0.10193168326679,COMPLETE
26244,60,2.625,5,10,1000,10000000,1.7779864774363,16.902877860869,0.010518838815918,COMPLETE
26245,60,2.625,5,10,1000,100000000,0.214956990918491,16.902877860869,0.00127171829961647,COMPLETE
26246,60,2.625,5,20,0,10000,6.54342933050663,16.902877860869,0.019355962293424,COMPLETE
26247,60,2.625,5,20,0,100000,110.060617380187,16.902877860869,0.325567688195224,COMPLETE
26248,60,2.625,5,20,0,1000000,149.080095839527,16.902877860869,0.440990277119184,COMPLETE
26249,60,2.625,5,20,0,10000000,32.8859693060905,16.902877860869,0.0972792017335201,COMPLETE
2625,20,12.9375,15,10,0,10000,20.6840053078909,1231.75410452444,0.00167923169339684,COMPLETE
26250,60,2.625,5,20,0,100000000,4.38075636572439,16.902877860869,0.0129586109589837,COMPLETE
26251,60,2.625,5,20,250,10000,10.8756376077831,16.902877860869,0.0321709643094587,COMPLETE
26252,60,2.625,5,20,250,100000,54.9328562868086,16.902877860869,0.162495572466926,COMPLETE
26253,60,2.625,5,20,250,1000000,167.354603419404,16.902877860869,0.495047662288439,COMPLETE
26254,60,2.625,5,20,250,10000000,30.1633029661876,16.902877860869,0.0892253473475576,COMPLETE
26255,60,2.625,5,20,250,100000000,4.2499652517482,16.902877860869,0.0125717208830665,COMPLETE
26256,60,2.625,5,20,500,10000,14.8018711649458,16.902877860869,0.0437850621852177,COMPLETE
26257,60,2.625,5,20,500,100000,71.7066608294525,16.902877860869,0.212113763761664,COMPLETE
26258,60,2.625,5,20,500,1000000,162.031996687238,16.902877860869,0.479302986216182,COMPLETE
26259,60,2.625,5,20,500,10000000,31.3033573295629,16.902877860869,0.092597714978559,COMPLETE
2626,20,12.9375,15,10,0,100000,219.780460528353,1231.75410452444,0.0178428843647496,COMPLETE
26260,60,2.625,5,20,500,100000000,5.01830913549512,16.902877860869,0.0148445406066406,COMPLETE
26261,60,2.625,5,20,750,10000,17.8357295952314,16.902877860869,0.0527594464742657,COMPLETE
26262,60,2.625,5,20,750,100000,89.5295187926811,16.902877860869,0.264835134968189,COMPLETE
26263,60,2.625,5,20,750,1000000,145.026010398305,16.902877860869,0.428997983633446,COMPLETE
26264,60,2.625,5,20,750,10000000,45.7169229645893,16.902877860869,0.135234139833745,COMPLETE
26265,60,2.625,5,20,750,100000000,3.72448052403535,16.902877860869,0.0110172970386827,COMPLETE
26266,60,2.625,5,20,1000,10000,5.63899778488177,16.902877860869,0.0166805849018655,COMPLETE
26267,60,2.625,5,20,1000,100000,65.1616459370751,16.902877860869,0.192753111255473,COMPLETE
26268,60,2.625,5,20,1000,1000000,179.55361484873,16.902877860869,0.531133267147381,COMPLETE
26269,60,2.625,5,20,1000,10000000,42.0249270609096,16.902877860869,0.124312934776034,COMPLETE
2627,20,12.9375,15,10,0,1000000,546.070780934115,1231.75410452444,0.0443327754239507,COMPLETE
26270,60,2.625,5,20,1000,100000000,3.88715105406785,16.902877860869,0.0114984888551635,COMPLETE
26271,60,2.625,5,30,0,10000,9.3133423449195,16.902877860869,0.0183663839605293,COMPLETE
26272,60,2.625,5,30,0,100000,49.6785280334799,16.902877860869,0.0979685795566765,COMPLETE
26273,60,2.625,5,30,0,1000000,269.601098230969,16.902877860869,0.53166705387905,COMPLETE
26274,60,2.625,5,30,0,10000000,123.264991197991,16.902877860869,0.24308482104371,COMPLETE
26275,60,2.625,5,30,0,100000000,15.4517583050604,16.902877860869,0.0304716518931409,COMPLETE
26276,60,2.625,5,30,250,10000,10.5411277635593,16.902877860869,0.02078763914312,COMPLETE
26277,60,2.625,5,30,250,100000,109.956636144768,16.902877860869,0.216840069187908,COMPLETE
26278,60,2.625,5,30,250,1000000,261.270788795784,16.902877860869,0.515239260726993,COMPLETE
26279,60,2.625,5,30,250,10000000,153.948053409864,16.902877860869,0.303593377563753,COMPLETE
2628,20,12.9375,15,10,0,10000000,96.211495031223,1231.75410452444,0.00781093358470023,COMPLETE
26280,60,2.625,5,30,250,100000000,14.5051071857315,16.902877860869,0.0286048078225217,COMPLETE
26281,60,2.625,5,30,500,10000,5.45320722864226,16.902877860869,0.0107540015247279,COMPLETE
26282,60,2.625,5,30,500,100000,48.4497753843785,16.902877860869,0.0955454169465074,COMPLETE
26283,60,2.625,5,30,500,1000000,279.957980987351,16.902877860869,0.552091352513542,COMPLETE
26284,60,2.625,5,30,500,10000000,100.518822451943,16.902877860869,0.198228221409659,COMPLETE
26285,60,2.625,5,30,500,100000000,13.5439118781653,16.902877860869,0.0267092818742622,COMPLETE
26286,60,2.625,5,30,750,10000,13.3642027107803,16.902877860869,0.026354886271998,COMPLETE
26287,60,2.625,5,30,750,100000,60.0356278017404,16.902877860869,0.118393306149611,COMPLETE
26288,60,2.625,5,30,750,1000000,261.827749626752,16.902877860869,0.516337615763636,COMPLETE
26289,60,2.625,5,30,750,10000000,128.55575064391,16.902877860869,0.253518467293121,COMPLETE
2629,20,12.9375,15,10,0,100000000,10.3838627335761,1231.75410452444,0.000843014258725378,COMPLETE
26290,60,2.625,5,30,750,100000000,16.8685943500316,16.902877860869,0.0332657245093221,COMPLETE
26291,60,2.625,5,30,1000,10000,19.0747240339915,16.902877860869,0.0376163242555487,COMPLETE
26292,60,2.625,5,30,1000,100000,58.856868958331,16.902877860869,0.116068733862549,COMPLETE
26293,60,2.625,5,30,1000,1000000,211.84189430923,16.902877860869,0.417762971199231,COMPLETE
26294,60,2.625,5,30,1000,10000000,93.6931229624497,16.902877860869,0.184767595462455,COMPLETE
26295,60,2.625,5,30,1000,100000000,11.8847440575896,16.902877860869,0.0234373186929376,COMPLETE
26296,60,2.625,5,40,0,10000,1.82760320607783,16.902877860869,0.00270309473499305,COMPLETE
26297,60,2.625,5,40,0,100000,25.4590652232167,16.902877860869,0.0376549269195094,COMPLETE
26298,60,2.625,5,40,0,1000000,129.927592615376,16.902877860869,0.192167856983936,COMPLETE
26299,60,2.625,5,40,0,10000000,166.778727015561,16.902877860869,0.246672088014169,COMPLETE
263,20,2.625,5,10,500,10000000,1.66283847751543,16.902877860869,0.00983760570952822,COMPLETE
2630,20,12.9375,15,10,250,10000,24.8988485804604,1231.75410452444,0.0020214138917015,COMPLETE
26300,60,2.625,5,40,0,100000000,27.3216113102942,16.902877860869,0.0404097035060892,COMPLETE
26301,60,2.625,5,40,250,10000,2.36202553065392,16.902877860869,0.00349352570327998,COMPLETE
26302,60,2.625,5,40,250,100000,28.3432437594475,16.902877860869,0.0419207368010738,COMPLETE
26303,60,2.625,5,40,250,1000000,148.9192368273,16.902877860869,0.220257221955166,COMPLETE
26304,60,2.625,5,40,250,10000000,208.891657985316,16.902877860869,0.308958716534465,COMPLETE
26305,60,2.625,5,40,250,100000000,32.8657655517028,16.902877860869,0.048609718744683,COMPLETE
26306,60,2.625,5,40,500,10000,1.83176232139154,16.902877860869,0.00270924622491676,COMPLETE
26307,60,2.625,5,40,500,100000,33.7060162370358,16.902877860869,0.049852481504151,COMPLETE
26308,60,2.625,5,40,500,1000000,149.316639696522,16.902877860869,0.220844995931429,COMPLETE
26309,60,2.625,5,40,500,10000000,146.98672631545,16.902877860869,0.217398965320177,COMPLETE
2631,20,12.9375,15,10,250,100000,202.949493440011,1231.75410452444,0.0164764617137904,COMPLETE
26310,60,2.625,5,40,500,100000000,21.726720574883,16.902877860869,0.0321346470608734,COMPLETE
26311,60,2.625,5,40,750,10000,1.98321778298544,16.902877860869,0.0029332546198785,COMPLETE
26312,60,2.625,5,40,750,100000,40.1425938467626,16.902877860869,0.0593724248870287,COMPLETE
26313,60,2.625,5,40,750,1000000,166.94849015332,16.902877860869,0.246923174159316,COMPLETE
26314,60,2.625,5,40,750,10000000,225.265813299804,16.902877860869,0.33317671575517,COMPLETE
26315,60,2.625,5,40,750,100000000,18.6084278923312,16.902877860869,0.0275225734420803,COMPLETE
26316,60,2.625,5,40,1000,10000,3.44695455725472,16.902877860869,0.00509817704657648,COMPLETE
26317,60,2.625,5,40,1000,100000,57.4121835994557,16.902877860869,0.0849148057390389,COMPLETE
26318,60,2.625,5,40,1000,1000000,150.388695285188,16.902877860869,0.222430606969812,COMPLETE
26319,60,2.625,5,40,1000,10000000,128.945347879346,16.902877860869,0.190715079616503,COMPLETE
2632,20,12.9375,15,10,250,1000000,590.42579089539,1231.75410452444,0.0479337384569418,COMPLETE
26320,60,2.625,5,40,1000,100000000,15.1843133702164,16.902877860869,0.0224581776772002,COMPLETE
26321,60,2.625,5,50,0,10000,0.8997757081357,16.902877860869,0.0010646420278747,COMPLETE
26322,60,2.625,5,50,0,100000,7.72224439147083,16.902877860869,0.00913719480793055,COMPLETE
26323,60,2.625,5,50,0,1000000,65.1326193042453,16.902877860869,0.0770668993059821,COMPLETE
26324,60,2.625,5,50,0,10000000,196.400583031863,16.902877860869,0.23238715282507,COMPLETE
26325,60,2.625,5,50,0,100000000,27.6168645986761,16.902877860869,0.032677115490032,COMPLETE
26326,60,2.625,5,50,250,10000,0.759147965832324,16.902877860869,0.000898246999216375,COMPLETE
26327,60,2.625,5,50,250,100000,8.85609952164788,16.902877860869,0.0104788067387627,COMPLETE
26328,60,2.625,5,50,250,1000000,60.6506780209555,16.902877860869,0.0717637298455133,COMPLETE
26329,60,2.625,5,50,250,10000000,162.240156205624,16.902877860869,0.191967495169824,COMPLETE
2633,20,12.9375,15,10,250,10000000,93.9271186598637,1231.75410452444,0.00762547640919998,COMPLETE
26330,60,2.625,5,50,250,100000000,45.0939608418397,16.902877860869,0.0533565481724676,COMPLETE
26331,60,2.625,5,50,500,10000,0.931399754934457,16.902877860869,0.00110206056341529,COMPLETE
26332,60,2.625,5,50,500,100000,8.81768136812308,16.902877860869,0.010433349209174,COMPLETE
26333,60,2.625,5,50,500,1000000,57.9342057105831,16.902877860869,0.0685495170555585,COMPLETE
26334,60,2.625,5,50,500,10000000,199.78023472126,16.902877860869,0.236386059658825,COMPLETE
26335,60,2.625,5,50,500,100000000,26.8063036418281,16.902877860869,0.0317180350736439,COMPLETE
26336,60,2.625,5,50,750,10000,0.820361085263298,16.902877860869,0.000970676226871963,COMPLETE
26337,60,2.625,5,50,750,100000,6.76100637025463,16.902877860869,0.00799982869888293,COMPLETE
26338,60,2.625,5,50,750,1000000,48.629728328421,16.902877860869,0.0575401759732302,COMPLETE
26339,60,2.625,5,50,750,10000000,204.553526478088,16.902877860869,0.242033963875039,COMPLETE
2634,20,12.9375,15,10,250,100000000,10.2157826545571,1231.75410452444,0.000829368671639318,COMPLETE
26340,60,2.625,5,50,750,100000000,47.588475445024,16.902877860869,0.056308133841745,COMPLETE
26341,60,2.625,5,50,1000,10000,0.664749425152319,16.902877860869,0.00078655177020624,COMPLETE
26342,60,2.625,5,50,1000,100000,8.92275928349817,16.902877860869,0.0105576805996508,COMPLETE
26343,60,2.625,5,50,1000,1000000,54.9714365013675,16.902877860869,0.0650438782719115,COMPLETE
26344,60,2.625,5,50,1000,10000000,133.075379438725,16.902877860869,0.157458842848058,COMPLETE
26345,60,2.625,5,50,1000,100000000,30.227921673706,16.902877860869,0.0357665977622487,COMPLETE
26346,60,3.8125,5,10,0,10000,14.8540259119713,35.6551068709146,0.0416603039944564,COMPLETE
26347,60,3.8125,5,10,0,100000,64.1429952576134,35.6551068709146,0.179898479872283,COMPLETE
26348,60,3.8125,5,10,0,1000000,33.2988339330107,35.6551068709146,0.0933914854148817,COMPLETE
26349,60,3.8125,5,10,0,10000000,4.5075094448292,35.6551068709146,0.0126419742931865,COMPLETE
2635,20,12.9375,15,10,500,10000,25.9881759133578,1231.75410452444,0.0021098509692721,COMPLETE
26350,60,3.8125,5,10,0,100000000,0.46833186432463,35.6551068709146,0.00131350570907044,COMPLETE
26351,60,3.8125,5,10,250,10000,8.69097459951027,35.6551068709146,0.02437511863581,COMPLETE
26352,60,3.8125,5,10,250,100000,57.2631525769437,35.6551068709146,0.160602947522381,COMPLETE
26353,60,3.8125,5,10,250,1000000,36.2603595594534,35.6551068709146,0.101697520332024,COMPLETE
26354,60,3.8125,5,10,250,10000000,3.92342437465576,35.6551068709146,0.011003821665323,COMPLETE
26355,60,3.8125,5,10,250,100000000,0.368680639089132,35.6551068709146,0.00103401916708285,COMPLETE
26356,60,3.8125,5,10,500,10000,14.4117167092674,35.6551068709146,0.0404197826736109,COMPLETE
26357,60,3.8125,5,10,500,100000,66.257762208231,35.6551068709146,0.18582965533692,COMPLETE
26358,60,3.8125,5,10,500,1000000,39.2339532794173,35.6551068709146,0.110037401995342,COMPLETE
26359,60,3.8125,5,10,500,10000000,4.45667409149814,35.6551068709146,0.0124993990556052,COMPLETE
2636,20,12.9375,15,10,500,100000,176.394564260011,1231.75410452444,0.0143205988607697,COMPLETE
26360,60,3.8125,5,10,500,100000000,0.489723117398228,35.6551068709146,0.00137350062971685,COMPLETE
26361,60,3.8125,5,10,750,10000,9.05346008877856,35.6551068709146,0.0253917625925386,COMPLETE
26362,60,3.8125,5,10,750,100000,63.0814485812798,35.6551068709146,0.17692121582936,COMPLETE
26363,60,3.8125,5,10,750,1000000,51.5375299201876,35.6551068709146,0.144544595271509,COMPLETE
26364,60,3.8125,5,10,750,10000000,4.62734119349399,35.6551068709146,0.012978060086166,COMPLETE
26365,60,3.8125,5,10,750,100000000,0.454776617585016,35.6551068709146,0.00127548802260356,COMPLETE
26366,60,3.8125,5,10,1000,10000,13.6143576052111,35.6551068709146,0.0381834715977724,COMPLETE
26367,60,3.8125,5,10,1000,100000,54.9894453898769,35.6551068709146,0.154226000749234,COMPLETE
26368,60,3.8125,5,10,1000,1000000,32.8683347512292,35.6551068709146,0.0921840870375889,COMPLETE
26369,60,3.8125,5,10,1000,10000000,4.23062865152791,35.6551068709146,0.0118654213177496,COMPLETE
2637,20,12.9375,15,10,500,1000000,554.689209986758,1231.75410452444,0.0450324628876243,COMPLETE
26370,60,3.8125,5,10,1000,100000000,0.476422382124363,35.6551068709146,0.0013361967581508,COMPLETE
26371,60,3.8125,5,20,0,10000,20.685355639329,35.6551068709146,0.0290075636489018,COMPLETE
26372,60,3.8125,5,20,0,100000,148.130968177569,35.6551068709146,0.207727561599886,COMPLETE
26373,60,3.8125,5,20,0,1000000,358.615844341084,35.6551068709146,0.502895483723291,COMPLETE
26374,60,3.8125,5,20,0,10000000,74.1502001723884,35.6551068709146,0.103982580168447,COMPLETE
26375,60,3.8125,5,20,0,100000000,8.01859891134388,35.6551068709146,0.0112446709813188,COMPLETE
26376,60,3.8125,5,20,250,10000,18.0076173090569,35.6551068709146,0.0252525078304372,COMPLETE
26377,60,3.8125,5,20,250,100000,142.193646321621,35.6551068709146,0.199401514678412,COMPLETE
26378,60,3.8125,5,20,250,1000000,362.964710567222,35.6551068709146,0.508994001730657,COMPLETE
26379,60,3.8125,5,20,250,10000000,99.9191006240864,35.6551068709146,0.140118918989407,COMPLETE
2638,20,12.9375,15,10,500,10000000,84.679336618153,1231.75410452444,0.00687469490112609,COMPLETE
26380,60,3.8125,5,20,250,100000000,7.07239656021629,35.6551068709146,0.0099177890362538,COMPLETE
26381,60,3.8125,5,20,500,10000,23.1056323217894,35.6551068709146,0.032401574906844,COMPLETE
26382,60,3.8125,5,20,500,100000,183.860898980472,35.6551068709146,0.257832488970122,COMPLETE
26383,60,3.8125,5,20,500,1000000,297.355133274676,35.6551068709146,0.416988139106156,COMPLETE
26384,60,3.8125,5,20,500,10000000,78.2143975899662,35.6551068709146,0.109681900370027,COMPLETE
26385,60,3.8125,5,20,500,100000000,6.62886177450524,35.6551068709146,0.00929580971178168,COMPLETE
26386,60,3.8125,5,20,750,10000,23.325588747753,35.6551068709146,0.0327100250073583,COMPLETE
26387,60,3.8125,5,20,750,100000,117.365628286227,35.6551068709146,0.16458459753204,COMPLETE
26388,60,3.8125,5,20,750,1000000,357.533162291623,35.6551068709146,0.501377213068008,COMPLETE
26389,60,3.8125,5,20,750,10000000,75.8926647297543,35.6551068709146,0.106426079445667,COMPLETE
2639,20,12.9375,15,10,500,100000000,9.54426865668506,1231.75410452444,0.000774851784266629,COMPLETE
26390,60,3.8125,5,20,750,100000000,5.93029490815851,35.6551068709146,0.00831619286632416,COMPLETE
26391,60,3.8125,5,20,1000,10000,15.3309302642676,35.6551068709146,0.0214989262544796,COMPLETE
