Simulation ID [ ],Water Depth [m],Significant Wave Height [m],Wave Peak Period [s],Float Diameter [m],Power Takeoff Stiffness [N/m],Power Takeoff Damping [N.s/m],Expected Power Output [kW],Wave Power Transport (deep water) [kW/m],Hydrodynamic Efficiency (deep water) [ ],Simulation Terminal Condition
0,20,0.25,5,10,0,10000,0.077386880186681,0.153314084905841,0.0504760408896604,COMPLETE
1,20,0.25,5,10,0,100000,0.524493604237667,0.153314084905841,0.342103991658554,COMPLETE
10,20,0.25,5,10,500,10000,0.350783389684306,0.153314084905841,0.228800497944949,COMPLETE
100,20,0.25,5,50,0,10000,0.020569174075825,0.153314084905841,0.00268327258887632,COMPLETE
1000,20,8.578125,7.5,10,0,10000,35.8611940457133,270.755967801008,0.0132448397488581,COMPLETE
10000,80,0.5625,7.5,10,0,10000,0.460034137843712,1.16422883225373,0.0395140650273342,COMPLETE
10001,80,0.5625,7.5,10,0,100000,1.44808841687135,1.16422883225373,0.124381769009115,COMPLETE
10002,80,0.5625,7.5,10,0,1000000,2.08089809810759,1.16422883225373,0.178736176296146,COMPLETE
10003,80,0.5625,7.5,10,0,10000000,0.318967884501457,1.16422883225373,0.0273973531375266,COMPLETE
10004,80,0.5625,7.5,10,0,100000000,0.0189767349696264,1.16422883225373,0.00162998325104962,COMPLETE
10005,80,0.5625,7.5,10,250,10000,0.516846094717137,1.16422883225373,0.0443938580112828,COMPLETE
10006,80,0.5625,7.5,10,250,100000,1.54963789379304,1.16422883225373,0.133104236114238,COMPLETE
10007,80,0.5625,7.5,10,250,1000000,2.16638105784394,1.16422883225373,0.186078629718371,COMPLETE
10008,80,0.5625,7.5,10,250,10000000,0.258890893291344,1.16422883225373,0.0222371140551621,COMPLETE
10009,80,0.5625,7.5,10,250,100000000,0.0272436369188172,1.16422883225373,0.00234005860051401,COMPLETE
1001,20,8.578125,7.5,10,0,100000,226.896796941301,270.755967801008,0.0838012173043066,COMPLETE
10010,80,0.5625,7.5,10,500,10000,0.988422788729837,1.16422883225373,0.0848993566682621,COMPLETE
10011,80,0.5625,7.5,10,500,100000,1.55383953479534,1.16422883225373,0.133465130887319,COMPLETE
10012,80,0.5625,7.5,10,500,1000000,1.79631284411528,1.16422883225373,0.154292076810875,COMPLETE
10013,80,0.5625,7.5,10,500,10000000,0.308807395521255,1.16422883225373,0.0265246304649114,COMPLETE
10014,80,0.5625,7.5,10,500,100000000,0.0261412934922794,1.16422883225373,0.00224537417113049,COMPLETE
10015,80,0.5625,7.5,10,750,10000,0.29150434414706,1.16422883225373,0.0250384062025643,COMPLETE
10016,80,0.5625,7.5,10,750,100000,1.40741969701712,1.16422883225373,0.120888579463594,COMPLETE
10017,80,0.5625,7.5,10,750,1000000,1.91754485561891,1.16422883225373,0.164705150954465,COMPLETE
10018,80,0.5625,7.5,10,750,10000000,0.305701776977812,1.16422883225373,0.0262578771894895,COMPLETE
10019,80,0.5625,7.5,10,750,100000000,0.0220416143807619,1.16422883225373,0.00189323728893515,COMPLETE
1002,20,8.578125,7.5,10,0,1000000,315.693064434042,270.755967801008,0.116596899783225,COMPLETE
10020,80,0.5625,7.5,10,1000,10000,0.288609354923366,1.16422883225373,0.0247897446728468,COMPLETE
10021,80,0.5625,7.5,10,1000,100000,1.33655178484328,1.16422883225373,0.11480146753074,COMPLETE
10022,80,0.5625,7.5,10,1000,1000000,1.85797468834172,1.16422883225373,0.159588444888882,COMPLETE
10023,80,0.5625,7.5,10,1000,10000000,0.257308941203426,1.16422883225373,0.0221012342311884,COMPLETE
10024,80,0.5625,7.5,10,1000,100000000,0.0254165236791177,1.16422883225373,0.0021831209617027,COMPLETE
10025,80,0.5625,7.5,20,0,10000,0.216142998914451,1.16422883225373,0.0092826681888662,COMPLETE
10026,80,0.5625,7.5,20,0,100000,2.64078068253071,1.16422883225373,0.1134133002624,COMPLETE
10027,80,0.5625,7.5,20,0,1000000,12.4180833114268,1.16422883225373,0.533317976990301,COMPLETE
10028,80,0.5625,7.5,20,0,10000000,4.02510448535972,1.16422883225373,0.17286569331769,COMPLETE
10029,80,0.5625,7.5,20,0,100000000,0.573125231458246,1.16422883225373,0.0246139425334787,COMPLETE
1003,20,8.578125,7.5,10,0,10000000,43.5465129083232,270.755967801008,0.0160833067732519,COMPLETE
10030,80,0.5625,7.5,20,250,10000,0.400092140522786,1.16422883225373,0.0171827105393139,COMPLETE
10031,80,0.5625,7.5,20,250,100000,3.61517471847083,1.16422883225373,0.155260487385136,COMPLETE
10032,80,0.5625,7.5,20,250,1000000,9.34648544968775,1.16422883225373,0.401402421532316,COMPLETE
10033,80,0.5625,7.5,20,250,10000000,3.07488751227121,1.16422883225373,0.132056835696072,COMPLETE
10034,80,0.5625,7.5,20,250,100000000,0.546107946687702,1.16422883225373,0.0234536343525585,COMPLETE
10035,80,0.5625,7.5,20,500,10000,1.65576696760371,1.16422883225373,0.0711100310236458,COMPLETE
10036,80,0.5625,7.5,20,500,100000,2.92328911256018,1.16422883225373,0.1255461568883,COMPLETE
10037,80,0.5625,7.5,20,500,1000000,12.3559963678125,1.16422883225373,0.530651536257419,COMPLETE
10038,80,0.5625,7.5,20,500,10000000,4.91918585878673,1.16422883225373,0.211263701881704,COMPLETE
10039,80,0.5625,7.5,20,500,100000000,0.484902331316739,1.16422883225373,0.0208250439210502,COMPLETE
1004,20,8.578125,7.5,10,0,100000000,4.36733767573627,270.755967801008,0.00161301621944158,COMPLETE
10040,80,0.5625,7.5,20,750,10000,0.461588912967908,1.16422883225373,0.0198238052597597,COMPLETE
10041,80,0.5625,7.5,20,750,100000,2.83612400032886,1.16422883225373,0.121802686969994,COMPLETE
10042,80,0.5625,7.5,20,750,1000000,10.4713126118714,1.16422883225373,0.449710242598995,COMPLETE
10043,80,0.5625,7.5,20,750,10000000,4.91044390764184,1.16422883225373,0.210888262324518,COMPLETE
10044,80,0.5625,7.5,20,750,100000000,0.654963337365232,1.16422883225373,0.0281286341318891,COMPLETE
10045,80,0.5625,7.5,20,1000,10000,0.89969963475106,1.16422883225373,0.0386392953784442,COMPLETE
10046,80,0.5625,7.5,20,1000,100000,3.70764774155217,1.16422883225373,0.159231915532226,COMPLETE
10047,80,0.5625,7.5,20,1000,1000000,9.44525786227023,1.16422883225373,0.405644388826292,COMPLETE
10048,80,0.5625,7.5,20,1000,10000000,5.75155808316782,1.16422883225373,0.247011494812144,COMPLETE
10049,80,0.5625,7.5,20,1000,100000000,0.517523551942182,1.16422883225373,0.0222260236821465,COMPLETE
1005,20,8.578125,7.5,10,250,10000,40.0843600773214,270.755967801008,0.0148046081506064,COMPLETE
10050,80,0.5625,7.5,30,0,10000,0.860895559960669,1.16422883225373,0.0246485208666449,COMPLETE
10051,80,0.5625,7.5,30,0,100000,3.38836840426892,1.16422883225373,0.0970132420247565,COMPLETE
10052,80,0.5625,7.5,30,0,1000000,15.1614680950204,1.16422883225373,0.434091869083578,COMPLETE
10053,80,0.5625,7.5,30,0,10000000,15.7341134603307,1.16422883225373,0.450487424935537,COMPLETE
10054,80,0.5625,7.5,30,0,100000000,2.38143839804031,1.16422883225373,0.0681835715930603,COMPLETE
10055,80,0.5625,7.5,30,250,10000,0.271231190843004,1.16422883225373,0.00776568956574031,COMPLETE
10056,80,0.5625,7.5,30,250,100000,5.79398089631748,1.16422883225373,0.165888948283515,COMPLETE
10057,80,0.5625,7.5,30,250,1000000,13.6675269823265,1.16422883225373,0.391318459157459,COMPLETE
10058,80,0.5625,7.5,30,250,10000000,16.2365995436323,1.16422883225373,0.464874232447966,COMPLETE
10059,80,0.5625,7.5,30,250,100000000,1.93059022405706,1.16422883225373,0.0552752222636449,COMPLETE
1006,20,8.578125,7.5,10,250,100000,255.29166160073,270.755967801008,0.0942884707857506,COMPLETE
10060,80,0.5625,7.5,30,500,10000,1.05288024132191,1.16422883225373,0.0301452833599082,COMPLETE
10061,80,0.5625,7.5,30,500,100000,1.92432583293102,1.16422883225373,0.0550958648798129,COMPLETE
10062,80,0.5625,7.5,30,500,1000000,15.9054028912001,1.16422883225373,0.455391656421193,COMPLETE
10063,80,0.5625,7.5,30,500,10000000,19.8938298036064,1.16422883225373,0.569585326998407,COMPLETE
10064,80,0.5625,7.5,30,500,100000000,2.55178752543734,1.16422883225373,0.0730608810096081,COMPLETE
10065,80,0.5625,7.5,30,750,10000,1.19809702662292,1.16422883225373,0.0343030222647789,COMPLETE
10066,80,0.5625,7.5,30,750,100000,2.48064980100005,1.16422883225373,0.0710241186347639,COMPLETE
10067,80,0.5625,7.5,30,750,1000000,12.5626442445124,1.16422883225373,0.359684279025955,COMPLETE
10068,80,0.5625,7.5,30,750,10000000,17.0031784101453,1.16422883225373,0.486822347952287,COMPLETE
10069,80,0.5625,7.5,30,750,100000000,2.69494973954714,1.16422883225373,0.0771597949614487,COMPLETE
1007,20,8.578125,7.5,10,250,1000000,300.252619435189,270.755967801008,0.110894183376176,COMPLETE
10070,80,0.5625,7.5,30,1000,10000,0.402152927999619,1.16422883225373,0.0115141432926356,COMPLETE
10071,80,0.5625,7.5,30,1000,100000,4.30547542812557,1.16422883225373,0.123271167684763,COMPLETE
10072,80,0.5625,7.5,30,1000,1000000,14.608822038955,1.16422883225373,0.418268918567468,COMPLETE
10073,80,0.5625,7.5,30,1000,10000000,17.4662943077827,1.16422883225373,0.500081937613909,COMPLETE
10074,80,0.5625,7.5,30,1000,100000000,2.6028570232465,1.16422883225373,0.0745230648573858,COMPLETE
10075,80,0.5625,7.5,40,0,10000,0.457451462992128,1.16422883225373,0.00982305733887785,COMPLETE
10076,80,0.5625,7.5,40,0,100000,1.40466940021939,1.16422883225373,0.0301630865278479,COMPLETE
10077,80,0.5625,7.5,40,0,1000000,10.13163886859,1.16422883225373,0.217561156962953,COMPLETE
10078,80,0.5625,7.5,40,0,10000000,31.2422186308642,1.16422883225373,0.670877961559866,COMPLETE
10079,80,0.5625,7.5,40,0,100000000,5.42908439776166,1.16422883225373,0.116581127510216,COMPLETE
1008,20,8.578125,7.5,10,250,10000000,39.8825221263274,270.755967801008,0.0147300620740663,COMPLETE
10080,80,0.5625,7.5,40,250,10000,0.165037700965943,1.16422883225373,0.00354392745639318,COMPLETE
10081,80,0.5625,7.5,40,250,100000,2.31148500071006,1.16422883225373,0.0496355384927947,COMPLETE
10082,80,0.5625,7.5,40,250,1000000,9.81609187381589,1.16422883225373,0.210785276954827,COMPLETE
10083,80,0.5625,7.5,40,250,10000000,32.5174538300646,1.16422883225373,0.698261650313128,COMPLETE
10084,80,0.5625,7.5,40,250,100000000,6.75621572101443,1.16422883225373,0.145079204659784,COMPLETE
10085,80,0.5625,7.5,40,500,10000,0.249301282222943,1.16422883225373,0.00535335655921574,COMPLETE
10086,80,0.5625,7.5,40,500,100000,1.80634638243167,1.16422883225373,0.0387884738031896,COMPLETE
10087,80,0.5625,7.5,40,500,1000000,10.999543995615,1.16422883225373,0.236198067142908,COMPLETE
10088,80,0.5625,7.5,40,500,10000000,32.9520414447792,1.16422883225373,0.707593742138093,COMPLETE
10089,80,0.5625,7.5,40,500,100000000,8.10865009915019,1.16422883225373,0.174120625484196,COMPLETE
1009,20,8.578125,7.5,10,250,100000000,4.35616143742399,270.755967801008,0.00160888842923882,COMPLETE
10090,80,0.5625,7.5,40,750,10000,0.402342969663851,1.16422883225373,0.00863968831808156,COMPLETE
10091,80,0.5625,7.5,40,750,100000,1.62623203242088,1.16422883225373,0.0349207988019159,COMPLETE
10092,80,0.5625,7.5,40,750,1000000,10.0925113803531,1.16422883225373,0.216720955123914,COMPLETE
10093,80,0.5625,7.5,40,750,10000000,33.0589287361827,1.16422883225373,0.709888980162661,COMPLETE
10094,80,0.5625,7.5,40,750,100000000,7.03909672486887,1.16422883225373,0.151153633415058,COMPLETE
10095,80,0.5625,7.5,40,1000,10000,0.2786314404014,1.16422883225373,0.00598317600204982,COMPLETE
10096,80,0.5625,7.5,40,1000,100000,4.85840518993799,1.16422883225373,0.104326680789485,COMPLETE
10097,80,0.5625,7.5,40,1000,1000000,9.61154351772945,1.16422883225373,0.206392919747643,COMPLETE
10098,80,0.5625,7.5,40,1000,10000000,31.4687874958265,1.16422883225373,0.675743174881453,COMPLETE
10099,80,0.5625,7.5,40,1000,100000000,6.96861938060469,1.16422883225373,0.149640242269098,COMPLETE
101,20,0.25,5,50,0,100000,0.124268690129228,0.153314084905841,0.0162109946004698,COMPLETE
1010,20,8.578125,7.5,10,500,10000,37.5447621841451,270.755967801008,0.0138666425301985,COMPLETE
10100,80,0.5625,7.5,50,0,10000,0.192011883648039,1.16422883225373,0.00329852479733456,COMPLETE
10101,80,0.5625,7.5,50,0,100000,1.23413580182381,1.16422883225373,0.0212009145905579,COMPLETE
10102,80,0.5625,7.5,50,0,1000000,6.14505628257952,1.16422883225373,0.105564406452361,COMPLETE
10103,80,0.5625,7.5,50,0,10000000,34.4056026206016,1.16422883225373,0.591045362688686,COMPLETE
10104,80,0.5625,7.5,50,0,100000000,11.314428358745,1.16422883225373,0.194367774535224,COMPLETE
10105,80,0.5625,7.5,50,250,10000,0.182148971694406,1.16422883225373,0.00312909226516577,COMPLETE
10106,80,0.5625,7.5,50,250,100000,1.35428362554323,1.16422883225373,0.0232649044247013,COMPLETE
10107,80,0.5625,7.5,50,250,1000000,5.01744763040556,1.16422883225373,0.0861934954950861,COMPLETE
10108,80,0.5625,7.5,50,250,10000000,41.6808052259731,1.16422883225373,0.716024274116057,COMPLETE
10109,80,0.5625,7.5,50,250,100000000,15.1257995033049,1.16422883225373,0.259842379509261,COMPLETE
1011,20,8.578125,7.5,10,500,100000,214.352749321462,270.755967801008,0.0791682455099202,COMPLETE
10110,80,0.5625,7.5,50,500,10000,0.190462651022688,1.16422883225373,0.00327191091211833,COMPLETE
10111,80,0.5625,7.5,50,500,100000,1.28217334650782,1.16422883225373,0.0220261397241945,COMPLETE
10112,80,0.5625,7.5,50,500,1000000,5.9838962058912,1.16422883225373,0.102795877238455,COMPLETE
10113,80,0.5625,7.5,50,500,10000000,32.0711769611997,1.16422883225373,0.550942839976157,COMPLETE
10114,80,0.5625,7.5,50,500,100000000,11.0567675203424,1.16422883225373,0.189941482533783,COMPLETE
10115,80,0.5625,7.5,50,750,10000,0.167399226017635,1.16422883225373,0.00287571002160427,COMPLETE
10116,80,0.5625,7.5,50,750,100000,1.46076995017212,1.16422883225373,0.0250942067350168,COMPLETE
10117,80,0.5625,7.5,50,750,1000000,6.31014633166405,1.16422883225373,0.108400447692895,COMPLETE
10118,80,0.5625,7.5,50,750,10000000,34.6522886668447,1.16422883225373,0.595283121442102,COMPLETE
10119,80,0.5625,7.5,50,750,100000000,10.7836622310251,1.16422883225373,0.185249874118818,COMPLETE
1012,20,8.578125,7.5,10,500,1000000,332.231874513537,270.755967801008,0.122705282255389,COMPLETE
10120,80,0.5625,7.5,50,1000,10000,0.191134492192631,1.16422883225373,0.00328345230589471,COMPLETE
10121,80,0.5625,7.5,50,1000,100000,1.00595379650774,1.16422883225373,0.0172810321929651,COMPLETE
10122,80,0.5625,7.5,50,1000,1000000,5.19799581670732,1.16422883225373,0.0892950882627597,COMPLETE
10123,80,0.5625,7.5,50,1000,10000000,32.4332777933337,1.16422883225373,0.557163280874069,COMPLETE
10124,80,0.5625,7.5,50,1000,100000000,12.4749504266068,1.16422883225373,0.214304096943856,COMPLETE
10125,80,3.234375,7.5,10,0,10000,6.69333857839738,38.4923157663889,0.0173887656409645,COMPLETE
10126,80,3.234375,7.5,10,0,100000,43.1644301571168,38.4923157663889,0.112137784640143,COMPLETE
10127,80,3.234375,7.5,10,0,1000000,57.1768965640085,38.4923157663889,0.148541067030149,COMPLETE
10128,80,3.234375,7.5,10,0,10000000,11.2358490923537,38.4923157663889,0.0291898496327019,COMPLETE
10129,80,3.234375,7.5,10,0,100000000,0.714286249778464,38.4923157663889,0.00185565933240673,COMPLETE
1013,20,8.578125,7.5,10,500,10000000,42.9447093428664,270.755967801008,0.0158610388873972,COMPLETE
10130,80,3.234375,7.5,10,250,10000,9.79593859038842,38.4923157663889,0.0254490757319988,COMPLETE
10131,80,3.234375,7.5,10,250,100000,40.2090200164383,38.4923157663889,0.104459862224108,COMPLETE
10132,80,3.234375,7.5,10,250,1000000,49.929148316812,38.4923157663889,0.129711988802736,COMPLETE
10133,80,3.234375,7.5,10,250,10000000,9.35151381553805,38.4923157663889,0.0242944952241707,COMPLETE
10134,80,3.234375,7.5,10,250,100000000,0.716093701322509,38.4923157663889,0.00186035494894229,COMPLETE
10135,80,3.234375,7.5,10,500,10000,9.83640489846112,38.4923157663889,0.0255542040082976,COMPLETE
10136,80,3.234375,7.5,10,500,100000,40.3892735459174,38.4923157663889,0.104928146674887,COMPLETE
10137,80,3.234375,7.5,10,500,1000000,63.037176199677,38.4923157663889,0.163765611251481,COMPLETE
10138,80,3.234375,7.5,10,500,10000000,8.67723695402176,38.4923157663889,0.0225427771264379,COMPLETE
10139,80,3.234375,7.5,10,500,100000000,0.82948552032937,38.4923157663889,0.00215493795011852,COMPLETE
1014,20,8.578125,7.5,10,500,100000000,4.25948415899041,270.755967801008,0.0015731820035527,COMPLETE
10140,80,3.234375,7.5,10,750,10000,9.0343183372407,38.4923157663889,0.0234704463926522,COMPLETE
10141,80,3.234375,7.5,10,750,100000,39.7726324018145,38.4923157663889,0.103326161624559,COMPLETE
10142,80,3.234375,7.5,10,750,1000000,66.0283316525696,38.4923157663889,0.171536397168977,COMPLETE
10143,80,3.234375,7.5,10,750,10000000,9.20074468845805,38.4923157663889,0.0239028089250272,COMPLETE
10144,80,3.234375,7.5,10,750,100000000,0.91993210952073,38.4923157663889,0.0023899110542058,COMPLETE
10145,80,3.234375,7.5,10,1000,10000,8.13693094108211,38.4923157663889,0.0211391047253831,COMPLETE
10146,80,3.234375,7.5,10,1000,100000,41.4061437094106,38.4923157663889,0.10756989514662,COMPLETE
10147,80,3.234375,7.5,10,1000,1000000,62.5422448771869,38.4923157663889,0.162479818716956,COMPLETE
10148,80,3.234375,7.5,10,1000,10000000,8.35594322959398,38.4923157663889,0.0217080813747514,COMPLETE
10149,80,3.234375,7.5,10,1000,100000000,0.960927527291642,38.4923157663889,0.00249641391576319,COMPLETE
1015,20,8.578125,7.5,10,750,10000,40.205610844894,270.755967801008,0.0148493904571821,COMPLETE
10150,80,3.234375,7.5,20,0,10000,15.2114933359829,38.4923157663889,0.0197591298849126,COMPLETE
10151,80,3.234375,7.5,20,0,100000,77.6986564537739,38.4923157663889,0.100927490210422,COMPLETE
10152,80,3.234375,7.5,20,0,1000000,381.150591414365,38.4923157663889,0.495099585236154,COMPLETE
10153,80,3.234375,7.5,20,0,10000000,188.667710931807,38.4923157663889,0.24507191523217,COMPLETE
10154,80,3.234375,7.5,20,0,100000000,17.5681262677279,38.4923157663889,0.0228203031149769,COMPLETE
10155,80,3.234375,7.5,20,250,10000,11.5844336962098,38.4923157663889,0.0150477224681884,COMPLETE
10156,80,3.234375,7.5,20,250,100000,94.0451644369947,38.4923157663889,0.122160959355833,COMPLETE
10157,80,3.234375,7.5,20,250,1000000,314.617108936278,38.4923157663889,0.408675215653041,COMPLETE
10158,80,3.234375,7.5,20,250,10000000,166.065947854517,38.4923157663889,0.215713116433909,COMPLETE
10159,80,3.234375,7.5,20,250,100000000,14.8692548815225,38.4923157663889,0.0193145756308408,COMPLETE
1016,20,8.578125,7.5,10,750,100000,228.559463765574,270.755967801008,0.084415300472178,COMPLETE
10160,80,3.234375,7.5,20,500,10000,14.7316036254871,38.4923157663889,0.0191357720783723,COMPLETE
10161,80,3.234375,7.5,20,500,100000,75.5091504360954,38.4923157663889,0.0980834082500555,COMPLETE
10162,80,3.234375,7.5,20,500,1000000,377.828689765129,38.4923157663889,0.490784566013362,COMPLETE
10163,80,3.234375,7.5,20,500,10000000,152.565938368224,38.4923157663889,0.198177136566882,COMPLETE
10164,80,3.234375,7.5,20,500,100000000,20.9031714500118,38.4923157663889,0.0271523952688036,COMPLETE
10165,80,3.234375,7.5,20,750,10000,6.18755734714701,38.4923157663889,0.00803739294967273,COMPLETE
10166,80,3.234375,7.5,20,750,100000,79.6465390391816,38.4923157663889,0.103457712862171,COMPLETE
10167,80,3.234375,7.5,20,750,1000000,340.665135039811,38.4923157663889,0.442510574197871,COMPLETE
10168,80,3.234375,7.5,20,750,10000000,187.99838266438,38.4923157663889,0.244202484211847,COMPLETE
10169,80,3.234375,7.5,20,750,100000000,21.2325347595269,38.4923157663889,0.0275802252174016,COMPLETE
1017,20,8.578125,7.5,10,750,1000000,306.945320305837,270.755967801008,0.113366040571053,COMPLETE
10170,80,3.234375,7.5,20,1000,10000,13.2336323734658,38.4923157663889,0.0171899665036797,COMPLETE
10171,80,3.234375,7.5,20,1000,100000,66.1602699216844,38.4923157663889,0.0859395811922738,COMPLETE
10172,80,3.234375,7.5,20,1000,1000000,278.550429243787,38.4923157663889,0.361826021243199,COMPLETE
10173,80,3.234375,7.5,20,1000,10000000,189.03701146409,38.4923157663889,0.245551622057973,COMPLETE
10174,80,3.234375,7.5,20,1000,100000000,13.6989523442471,38.4923157663889,0.0177943987929779,COMPLETE
10175,80,3.234375,7.5,30,0,10000,11.5789251592656,38.4923157663889,0.0100270447306405,COMPLETE
10176,80,3.234375,7.5,30,0,100000,87.8130308257457,38.4923157663889,0.076043775731487,COMPLETE
10177,80,3.234375,7.5,30,0,1000000,426.95490235239,38.4923157663889,0.369731719047158,COMPLETE
10178,80,3.234375,7.5,30,0,10000000,639.889644120885,38.4923157663889,0.554127606493718,COMPLETE
10179,80,3.234375,7.5,30,0,100000000,76.6822336211926,38.4923157663889,0.0664047980265114,COMPLETE
1018,20,8.578125,7.5,10,750,10000000,40.9692029851676,270.755967801008,0.0151314127322497,COMPLETE
10180,80,3.234375,7.5,30,250,10000,8.39147137711798,38.4923157663889,0.00726679356649267,COMPLETE
10181,80,3.234375,7.5,30,250,100000,75.6854388936012,38.4923157663889,0.0655416000022261,COMPLETE
10182,80,3.234375,7.5,30,250,1000000,387.232728085457,38.4923157663889,0.335333360590362,COMPLETE
10183,80,3.234375,7.5,30,250,10000000,736.089011153047,38.4923157663889,0.637433728868895,COMPLETE
10184,80,3.234375,7.5,30,250,100000000,71.2562853856453,38.4923157663889,0.0617060695248908,COMPLETE
10185,80,3.234375,7.5,30,500,10000,15.1019039615172,38.4923157663889,0.0130778517398737,COMPLETE
10186,80,3.234375,7.5,30,500,100000,68.7270604809691,38.4923157663889,0.0595158272611048,COMPLETE
10187,80,3.234375,7.5,30,500,1000000,468.222679482286,38.4923157663889,0.405468528943062,COMPLETE
10188,80,3.234375,7.5,30,500,10000000,649.295712676737,38.4923157663889,0.562273014539086,COMPLETE
10189,80,3.234375,7.5,30,500,100000000,76.858698793546,38.4923157663889,0.0665576122257785,COMPLETE
1019,20,8.578125,7.5,10,750,100000000,4.60754085605827,270.755967801008,0.00170173196678885,COMPLETE
10190,80,3.234375,7.5,30,750,10000,9.26585614345297,38.4923157663889,0.00802398778298829,COMPLETE
10191,80,3.234375,7.5,30,750,100000,79.2785567199442,38.4923157663889,0.0686531455620807,COMPLETE
10192,80,3.234375,7.5,30,750,1000000,378.791475626521,38.4923157663889,0.328023457915963,COMPLETE
10193,80,3.234375,7.5,30,750,10000000,565.328338150163,38.4923157663889,0.489559476044655,COMPLETE
10194,80,3.234375,7.5,30,750,100000000,111.378271784441,38.4923157663889,0.0964506547751847,COMPLETE
10195,80,3.234375,7.5,30,1000,10000,8.06519734226213,38.4923157663889,0.00698424883138587,COMPLETE
10196,80,3.234375,7.5,30,1000,100000,78.3125745685246,38.4923157663889,0.0678166304185716,COMPLETE
10197,80,3.234375,7.5,30,1000,1000000,409.122689155475,38.4923157663889,0.354289491300422,COMPLETE
10198,80,3.234375,7.5,30,1000,10000000,560.05158307442,38.4923157663889,0.484989944896527,COMPLETE
10199,80,3.234375,7.5,30,1000,100000000,95.9842389983362,38.4923157663889,0.083119827154479,COMPLETE
102,20,0.25,5,50,0,1000000,0.755535167713564,0.153314084905841,0.0985604379633589,COMPLETE
1020,20,8.578125,7.5,10,1000,10000,30.5655784525246,270.755967801008,0.011288976823214,COMPLETE
10200,80,3.234375,7.5,40,0,10000,3.74993594727245,38.4923157663889,0.00243550944689255,COMPLETE
10201,80,3.234375,7.5,40,0,100000,42.1035516072232,38.4923157663889,0.0273454264630056,COMPLETE
10202,80,3.234375,7.5,40,0,1000000,288.180986545582,38.4923157663889,0.18716786766907,COMPLETE
10203,80,3.234375,7.5,40,0,10000000,1229.38400072255,38.4923157663889,0.798460664320461,COMPLETE
10204,80,3.234375,7.5,40,0,100000000,213.668434969236,38.4923157663889,0.138773434849956,COMPLETE
10205,80,3.234375,7.5,40,250,10000,2.7809994228197,38.4923157663889,0.00180620428223758,COMPLETE
10206,80,3.234375,7.5,40,250,100000,45.6979919489129,38.4923157663889,0.0296799445805336,COMPLETE
10207,80,3.234375,7.5,40,250,1000000,300.111878826398,38.4923157663889,0.194916746921507,COMPLETE
10208,80,3.234375,7.5,40,250,10000000,985.818574004763,38.4923157663889,0.640269722915431,COMPLETE
10209,80,3.234375,7.5,40,250,100000000,237.737002558055,38.4923157663889,0.154405494853108,COMPLETE
1021,20,8.578125,7.5,10,1000,100000,246.048901048407,270.755967801008,0.0908747840524943,COMPLETE
10210,80,3.234375,7.5,40,500,10000,4.35955029892436,38.4923157663889,0.00283144194635016,COMPLETE
10211,80,3.234375,7.5,40,500,100000,37.9144763410284,38.4923157663889,0.0246247046885491,COMPLETE
10212,80,3.234375,7.5,40,500,1000000,312.596589193661,38.4923157663889,0.203025320099484,COMPLETE
10213,80,3.234375,7.5,40,500,10000000,1158.22891675061,38.4923157663889,0.752246840499244,COMPLETE
10214,80,3.234375,7.5,40,500,100000000,213.181321255043,38.4923157663889,0.138457064098746,COMPLETE
10215,80,3.234375,7.5,40,750,10000,4.76457012885257,38.4923157663889,0.00309449433866807,COMPLETE
10216,80,3.234375,7.5,40,750,100000,43.2480304724724,38.4923157663889,0.0280887429162135,COMPLETE
10217,80,3.234375,7.5,40,750,1000000,317.324416586832,38.4923157663889,0.206095950755915,COMPLETE
10218,80,3.234375,7.5,40,750,10000000,968.36304030986,38.4923157663889,0.628932698013602,COMPLETE
10219,80,3.234375,7.5,40,750,100000000,216.586676936388,38.4923157663889,0.140668775458236,COMPLETE
1022,20,8.578125,7.5,10,1000,1000000,324.739516043964,270.755967801008,0.119938082503367,COMPLETE
10220,80,3.234375,7.5,40,1000,10000,5.02584163171352,38.4923157663889,0.00326418502735423,COMPLETE
10221,80,3.234375,7.5,40,1000,100000,52.8002562155643,38.4923157663889,0.0342927251610495,COMPLETE
10222,80,3.234375,7.5,40,1000,1000000,299.537179294381,38.4923157663889,0.194543490908862,COMPLETE
10223,80,3.234375,7.5,40,1000,10000000,901.5020508462,38.4923157663889,0.585507803893539,COMPLETE
10224,80,3.234375,7.5,40,1000,100000000,237.749447252121,38.4923157663889,0.154413577436488,COMPLETE
10225,80,3.234375,7.5,50,0,10000,2.37093416818587,38.4923157663889,0.00123189998885759,COMPLETE
10226,80,3.234375,7.5,50,0,100000,21.0641844880102,38.4923157663889,0.0109446179418508,COMPLETE
10227,80,3.234375,7.5,50,0,1000000,199.045472954066,38.4923157663889,0.103420887515357,COMPLETE
10228,80,3.234375,7.5,50,0,10000000,965.502866097329,38.4923157663889,0.501660057013455,COMPLETE
10229,80,3.234375,7.5,50,0,100000000,517.177765869825,38.4923157663889,0.268717407915176,COMPLETE
1023,20,8.578125,7.5,10,1000,10000000,38.4980255976925,270.755967801008,0.0142187172864041,COMPLETE
10230,80,3.234375,7.5,50,250,10000,1.92022190185844,38.4923157663889,0.000997717005914803,COMPLETE
