Simulation ID [ ],Water Depth [m],Significant Wave Height [m],Wave Peak Period [s],Float Diameter [m],Power Takeoff Stiffness [N/m],Power Takeoff Damping [N.s/m],Expected Power Output [kW],Wave Power Transport [kW/m],Hydrodynamic Efficiency [ ],Simulation Terminal Condition
10035,80,0.5625,7.5,20,500,10000,1.81952414022386,1.16422883225373,0.0781428912347756,COMPLETE
10036,80,0.5625,7.5,20,500,100000,3.212405618198,1.16422883225373,0.137962809767363,COMPLETE
10037,80,0.5625,7.5,20,500,1000000,13.5780179866071,1.16422883225373,0.583133556326833,COMPLETE
10038,80,0.5625,7.5,20,500,10000000,5.40569874591948,1.16422883225373,0.232157914155719,COMPLETE
10039,80,0.5625,7.5,20,500,100000000,0.532859704743669,1.16422883225373,0.0228846636495058,COMPLETE
1004,20,8.578125,7.5,10,0,100000000,6.82396511833792,270.755967801008,0.00252033784287747,COMPLETE
10040,80,0.5625,7.5,20,750,10000,0.507240563700998,1.16422883225373,0.0217844013843514,COMPLETE
10041,80,0.5625,7.5,20,750,100000,3.11661978058116,1.16422883225373,0.133849106560433,COMPLETE
10042,80,0.5625,7.5,20,750,1000000,11.5069369361224,1.16422883225373,0.494187079779114,COMPLETE
10043,80,0.5625,7.5,20,750,10000000,5.39609220619982,1.16422883225373,0.231745343213756,COMPLETE
10044,80,0.5625,7.5,20,750,100000000,0.719739931170585,1.16422883225373,0.0309105869581199,COMPLETE
10045,80,0.5625,7.5,20,1000,10000,0.988680917308857,1.16422883225373,0.0424607641521365,COMPLETE
10046,80,0.5625,7.5,20,1000,100000,4.07433817752986,1.16422883225373,0.174980126958491,COMPLETE
10047,80,0.5625,7.5,20,1000,1000000,10.379404244253,1.16422883225373,0.445763064644276,COMPLETE
10048,80,0.5625,7.5,20,1000,10000000,6.32039349798661,1.16422883225373,0.271441203090269,COMPLETE
10049,80,0.5625,7.5,20,1000,100000000,0.568707199936464,1.16422883225373,0.0244242018485126,COMPLETE
1005,20,8.578125,7.5,10,250,10000,62.6318126208147,270.755967801008,0.0231322002353226,COMPLETE
10050,80,0.5625,7.5,30,0,10000,0.896766208292364,1.16422883225373,0.0256755425694217,COMPLETE
10051,80,0.5625,7.5,30,0,100000,3.52955042111346,1.16422883225373,0.101055460442455,COMPLETE
10052,80,0.5625,7.5,30,0,1000000,15.7931959323129,1.16422883225373,0.452179030295393,COMPLETE
10053,80,0.5625,7.5,30,0,10000000,16.3897015211778,1.16422883225373,0.469257734307852,COMPLETE
10054,80,0.5625,7.5,30,0,100000000,2.48066499795866,1.16422883225373,0.0710245537427711,COMPLETE
10055,80,0.5625,7.5,30,250,10000,0.282532490461463,1.16422883225373,0.00808925996431283,COMPLETE
10056,80,0.5625,7.5,30,250,100000,6.03539676699737,1.16422883225373,0.172800987795328,COMPLETE
10057,80,0.5625,7.5,30,250,1000000,14.2370072732568,1.16422883225373,0.407623394955688,COMPLETE
