Simulation ID [ ],Water Depth [m],Significant Wave Height [m],Wave Peak Period [s],Float Diameter [m],Power Takeoff Stiffness [N/m],Power Takeoff Damping [N.s/m],Expected Power Output [kW],Wave Power Transport [kW/m],Hydrodynamic Efficiency [ ],Simulation Terminal Condition
13769,100,1,10,10,750,100000000,0.171888055558309,4.90605071698691,0.00350359312355163,COMPLETE
1377,20,5.75,10,10,0,1000000,291.788396051808,162.20630183038,0.179887213233511,COMPLETE
13770,100,1,10,10,1000,10000,1.19997129280772,4.90605071698691,0.0244590070920565,COMPLETE
13771,100,1,10,10,1000,100000,4.8310902419625,4.90605071698691,0.098472081122911,COMPLETE
13772,100,1,10,10,1000,1000000,11.1988692724654,4.90605071698691,0.228266479873311,COMPLETE
13773,100,1,10,10,1000,10000000,1.75008134593396,4.90605071698691,0.0356718967432279,COMPLETE
13774,100,1,10,10,1000,100000000,0.185533947591907,4.90605071698691,0.00378173725252182,COMPLETE
13775,100,1,10,20,0,10000,1.66693674804789,4.90605071698691,0.0169885804714189,COMPLETE
13776,100,1,10,20,0,100000,6.01571458430464,4.90605071698691,0.0613091357114959,COMPLETE
13777,100,1,10,20,0,1000000,26.9507276932052,4.90605071698691,0.274668254038731,COMPLETE
13778,100,1,10,20,0,10000000,26.1711645315153,4.90605071698691,0.266723338600019,COMPLETE
13779,100,1,10,20,0,100000000,3.00322795055153,4.90605071698691,0.0306073879358099,COMPLETE
1378,20,5.75,10,10,0,10000000,52.6523575168049,162.20630183038,0.0324601183324332,COMPLETE
13780,100,1,10,20,250,10000,1.58613117910366,4.90605071698691,0.0161650507771126,COMPLETE
13781,100,1,10,20,250,100000,7.46519636860343,4.90605071698691,0.0760815246238246,COMPLETE
13782,100,1,10,20,250,1000000,26.6092085822002,4.90605071698691,0.271187663124511,COMPLETE
13783,100,1,10,20,250,10000000,23.6826843620687,4.90605071698691,0.241362001008967,COMPLETE
13784,100,1,10,20,250,100000000,2.99318379925403,4.90605071698691,0.030505023000377,COMPLETE
13785,100,1,10,20,500,10000,2.1973472529805,4.90605071698691,0.0223942574153618,COMPLETE
13786,100,1,10,20,500,100000,5.09505864414081,4.90605071698691,0.0519262736777208,COMPLETE
13787,100,1,10,20,500,1000000,30.1170997272771,4.90605071698691,0.306938324373599,COMPLETE
13788,100,1,10,20,500,10000000,31.4744230080524,4.90605071698691,0.32077148019561,COMPLETE
13789,100,1,10,20,500,100000000,3.4140057712252,4.90605071698691,0.0347938287654101,COMPLETE
1379,20,5.75,10,10,0,100000000,5.34836364087628,162.20630183038,0.00329726008208306,COMPLETE
13790,100,1,10,20,750,10000,0.545687632304301,4.90605071698691,0.0055613737380954,COMPLETE
13791,100,1,10,20,750,100000,5.39901906436033,4.90605071698691,0.0550240853163885,COMPLETE
13792,100,1,10,20,750,1000000,30.0450599592674,4.90605071698691,0.306204131311139,COMPLETE
13793,100,1,10,20,750,10000000,25.8694822671862,4.90605071698691,0.263648744779733,COMPLETE
13794,100,1,10,20,750,100000000,2.77502507638263,4.90605071698691,0.0282816590824701,COMPLETE
13795,100,1,10,20,1000,10000,0.821040153857882,4.90605071698691,0.00836762807012043,COMPLETE
13796,100,1,10,20,1000,100000,5.12145152145445,4.90605071698691,0.0521952566014221,COMPLETE
13797,100,1,10,20,1000,1000000,29.3769813883883,4.90605071698691,0.299395410718771,COMPLETE
13798,100,1,10,20,1000,10000000,22.9137278242538,4.90605071698691,0.23352518294314,COMPLETE
13799,100,1,10,20,1000,100000000,2.78837422145843,4.90605071698691,0.0284177068512954,COMPLETE
138,20,1.4375,5,10,500,10000000,0.856946060330693,5.06894693219936,0.0169058005892138,COMPLETE
1380,20,5.75,10,10,250,10000,20.8032043787127,162.20630183038,0.012825151762887,COMPLETE
13800,100,1,10,30,0,10000,0.588946528167042,4.90605071698691,0.00400149775682675,COMPLETE
13801,100,1,10,30,0,100000,9.38742222643667,4.90605071698691,0.0637812554874554,COMPLETE
13802,100,1,10,30,0,1000000,25.761207708009,4.90605071698691,0.175030176640261,COMPLETE
13803,100,1,10,30,0,10000000,70.0397194206452,4.90605071698691,0.475873049159051,COMPLETE
13804,100,1,10,30,0,100000000,12.022222938558,4.90605071698691,0.0816829641061515,COMPLETE
13805,100,1,10,30,250,10000,0.540598730506274,4.90605071698691,0.00367300680792994,COMPLETE
13806,100,1,10,30,250,100000,9.39965139575667,4.90605071698691,0.0638643445138126,COMPLETE
13807,100,1,10,30,250,1000000,34.2993353288492,4.90605071698691,0.233041043312019,COMPLETE
13808,100,1,10,30,250,10000000,94.136592978799,4.90605071698691,0.63959518839907,COMPLETE
13809,100,1,10,30,250,100000000,13.5946280026366,4.90605071698691,0.0923664048529978,COMPLETE
1381,20,5.75,10,10,250,100000,142.274168285251,162.20630183038,0.0877118624121201,COMPLETE
13810,100,1,10,30,500,10000,1.480090276633,4.90605071698691,0.0100562235085767,COMPLETE
13811,100,1,10,30,500,100000,4.75150176404388,4.90605071698691,0.0322832765642644,COMPLETE
13812,100,1,10,30,500,1000000,29.1107687614659,4.90605071698691,0.197788203728861,COMPLETE
13813,100,1,10,30,500,10000000,78.4718313335352,4.90605071698691,0.533163610001226,COMPLETE
13814,100,1,10,30,500,100000000,16.3159565357471,4.90605071698691,0.110856012143359,COMPLETE
13815,100,1,10,30,750,10000,0.584601717414025,4.90605071698691,0.00397197767367737,COMPLETE
13816,100,1,10,30,750,100000,7.35065752245779,4.90605071698691,0.049942801562749,COMPLETE
13817,100,1,10,30,750,1000000,31.0347041540393,4.90605071698691,0.210860057945613,COMPLETE
13818,100,1,10,30,750,10000000,86.0191166260142,4.90605071698691,0.584442365751732,COMPLETE
13819,100,1,10,30,750,100000000,11.9375977619171,4.90605071698691,0.0811079926302971,COMPLETE
1382,20,5.75,10,10,250,1000000,328.064739683115,162.20630183038,0.202251537690672,COMPLETE
13820,100,1,10,30,1000,10000,0.934334771894001,4.90605071698691,0.00634817986871411,COMPLETE
13821,100,1,10,30,1000,100000,8.73246871194084,4.90605071698691,0.0593312844056367,COMPLETE
13822,100,1,10,30,1000,1000000,34.7848174451848,4.90605071698691,0.23633956959002,COMPLETE
13823,100,1,10,30,1000,10000000,86.6166430398275,4.90605071698691,0.588502158093084,COMPLETE
13824,100,1,10,30,1000,100000000,15.00086181445,4.90605071698691,0.101920823080164,COMPLETE
13825,100,1,10,40,0,10000,1.08123089291874,4.90605071698691,0.00550968057247679,COMPLETE
13826,100,1,10,40,0,100000,3.62586660258663,4.90605071698691,0.0184765038711906,COMPLETE
13827,100,1,10,40,0,1000000,21.7773050672801,4.90605071698691,0.110971667047171,COMPLETE
13828,100,1,10,40,0,10000000,139.117548292838,4.90605071698691,0.708908021533245,COMPLETE
13829,100,1,10,40,0,100000000,35.2039695214607,4.90605071698691,0.179390570706745,COMPLETE
1383,20,5.75,10,10,250,10000000,56.4343014540495,162.20630183038,0.0347916824545222,COMPLETE
13830,100,1,10,40,250,10000,0.556724663536344,4.90605071698691,0.0028369288030835,COMPLETE
13831,100,1,10,40,250,100000,3.07872886027361,4.90605071698691,0.0156884276064131,COMPLETE
13832,100,1,10,40,250,1000000,26.4341137816832,4.90605071698691,0.134701592515935,COMPLETE
13833,100,1,10,40,250,10000000,153.043087141076,4.90605071698691,0.779869063578845,COMPLETE
13834,100,1,10,40,250,100000000,38.7156224614923,4.90605071698691,0.197285070491841,COMPLETE
13835,100,1,10,40,500,10000,0.951827809749241,4.90605071698691,0.00485027502087165,COMPLETE
13836,100,1,10,40,500,100000,3.47011105439947,4.90605071698691,0.0176828127886266,COMPLETE
13837,100,1,10,40,500,1000000,28.2792915966496,4.90605071698691,0.144104154379888,COMPLETE
13838,100,1,10,40,500,10000000,136.666344363944,4.90605071698691,0.696417303080179,COMPLETE
13839,100,1,10,40,500,100000000,45.2587237038674,4.90605071698691,0.230627068056807,COMPLETE
1384,20,5.75,10,10,250,100000000,5.76214674334395,162.20630183038,0.00355235689262522,COMPLETE
13840,100,1,10,40,750,10000,0.681430478221948,4.90605071698691,0.00347239825641496,COMPLETE
13841,100,1,10,40,750,100000,6.64143541162969,4.90605071698691,0.0338430837487784,COMPLETE
13842,100,1,10,40,750,1000000,26.9108332822532,4.90605071698691,0.137130835139331,COMPLETE
13843,100,1,10,40,750,10000000,118.064106396054,4.90605071698691,0.601624979065464,COMPLETE
13844,100,1,10,40,750,100000000,38.6276872466938,4.90605071698691,0.196836974763366,COMPLETE
13845,100,1,10,40,1000,10000,0.482467899034331,4.90605071698691,0.00245853501556667,COMPLETE
13846,100,1,10,40,1000,100000,3.56197299915553,4.90605071698691,0.0181509181449267,COMPLETE
13847,100,1,10,40,1000,1000000,26.7351120797561,4.90605071698691,0.136235404106135,COMPLETE
13848,100,1,10,40,1000,10000000,125.732607707363,4.90605071698691,0.640701732210092,COMPLETE
13849,100,1,10,40,1000,100000000,41.5410769143169,4.90605071698691,0.211682875446453,COMPLETE
1385,20,5.75,10,10,500,10000,21.9659776906346,162.20630183038,0.013542000182955,COMPLETE
13850,100,1,10,50,0,10000,0.425731735687598,4.90605071698691,0.00173553744242198,COMPLETE
13851,100,1,10,50,0,100000,3.60180496372521,4.90605071698691,0.0146831134511275,COMPLETE
13852,100,1,10,50,0,1000000,17.5153789602734,4.90605071698691,0.0714031711887014,COMPLETE
13853,100,1,10,50,0,10000000,136.204302850404,4.90605071698691,0.555250284628347,COMPLETE
13854,100,1,10,50,0,100000000,74.5204957076799,4.90605071698691,0.303790156304977,COMPLETE
13855,100,1,10,50,250,10000,0.389364656598596,4.90605071698691,0.00158728345489966,COMPLETE
13856,100,1,10,50,250,100000,3.16251172576409,4.90605071698691,0.0128922912060981,COMPLETE
13857,100,1,10,50,250,1000000,19.7575438909684,4.90605071698691,0.0805435778417824,COMPLETE
13858,100,1,10,50,250,10000000,132.067799792435,4.90605071698691,0.538387421618607,COMPLETE
13859,100,1,10,50,250,100000000,97.8221218226848,4.90605071698691,0.398781535152018,COMPLETE
1386,20,5.75,10,10,500,100000,116.544929744849,162.20630183038,0.0718498162091881,COMPLETE
13860,100,1,10,50,500,10000,0.387632989445071,4.90605071698691,0.00158022414282394,COMPLETE
13861,100,1,10,50,500,100000,2.81626565225167,4.90605071698691,0.0114807849111731,COMPLETE
13862,100,1,10,50,500,1000000,20.8828420246273,4.90605071698691,0.0851309667563023,COMPLETE
13863,100,1,10,50,500,10000000,124.964401662481,4.90605071698691,0.509429718000261,COMPLETE
13864,100,1,10,50,500,100000000,75.5294529437358,4.90605071698691,0.307903270066979,COMPLETE
13865,100,1,10,50,750,10000,0.479655535324229,4.90605071698691,0.00195536313419448,COMPLETE
13866,100,1,10,50,750,100000,3.0958773994,4.90605071698691,0.0126206497975274,COMPLETE
13867,100,1,10,50,750,1000000,17.0749971972452,4.90605071698691,0.0696079114637933,COMPLETE
13868,100,1,10,50,750,10000000,143.886883658897,4.90605071698691,0.586569083604037,COMPLETE
13869,100,1,10,50,750,100000000,86.7748375773177,4.90605071698691,0.353746190502536,COMPLETE
1387,20,5.75,10,10,500,1000000,296.247328659114,162.20630183038,0.182636140098245,COMPLETE
13870,100,1,10,50,1000,10000,0.472718711011683,4.90605071698691,0.00192708448518448,COMPLETE
13871,100,1,10,50,1000,100000,3.07559184564649,4.90605071698691,0.0125379537353637,COMPLETE
13872,100,1,10,50,1000,1000000,19.2270487223721,4.90605071698691,0.0783809619244236,COMPLETE
13873,100,1,10,50,1000,10000000,125.450959829854,4.90605071698691,0.511413220395328,COMPLETE
13874,100,1,10,50,1000,100000000,92.7434229272552,4.90605071698691,0.378077717811341,COMPLETE
13875,100,5.75,10,10,0,10000,20.5126343890497,162.20630183038,0.012646015695802,COMPLETE
13876,100,5.75,10,10,0,100000,145.782326473517,162.20630183038,0.0898746379323556,COMPLETE
13877,100,5.75,10,10,0,1000000,330.085478891226,162.20630183038,0.203497321106796,COMPLETE
13878,100,5.75,10,10,0,10000000,54.3890400025235,162.20630183038,0.0335307811033128,COMPLETE
13879,100,5.75,10,10,0,100000000,6.11333623308589,162.20630183038,0.00376886481234167,COMPLETE
1388,20,5.75,10,10,500,10000000,50.199527245602,162.20630183038,0.0309479512689316,COMPLETE
13880,100,5.75,10,10,250,10000,18.9508221081544,162.20630183038,0.0116831602066678,COMPLETE
13881,100,5.75,10,10,250,100000,124.18800526369,162.20630183038,0.0765617635457558,COMPLETE
13882,100,5.75,10,10,250,1000000,286.499126079149,162.20630183038,0.176626384330458,COMPLETE
13883,100,5.75,10,10,250,10000000,62.8724866426165,162.20630183038,0.0387608162772632,COMPLETE
13884,100,5.75,10,10,250,100000000,5.90442400470307,162.20630183038,0.00364007066191385,COMPLETE
13885,100,5.75,10,10,500,10000,23.280378553492,162.20630183038,0.0143523268151668,COMPLETE
13886,100,5.75,10,10,500,100000,132.35655314698,162.20630183038,0.0815976639954383,COMPLETE
13887,100,5.75,10,10,500,1000000,318.688182775695,162.20630183038,0.196470901055959,COMPLETE
13888,100,5.75,10,10,500,10000000,57.8950930039083,162.20630183038,0.0356922587782376,COMPLETE
13889,100,5.75,10,10,500,100000000,6.00386486210943,162.20630183038,0.00370137583704221,COMPLETE
1389,20,5.75,10,10,500,100000000,6.75085379132053,162.20630183038,0.0041618936595817,COMPLETE
13890,100,5.75,10,10,750,10000,19.051453632231,162.20630183038,0.0117451994264398,COMPLETE
13891,100,5.75,10,10,750,100000,139.448494852124,162.20630183038,0.0859698379647087,COMPLETE
13892,100,5.75,10,10,750,1000000,303.003230703294,162.20630183038,0.186801145999954,COMPLETE
13893,100,5.75,10,10,750,10000000,67.3881127166933,162.20630183038,0.0415446945995733,COMPLETE
13894,100,5.75,10,10,750,100000000,6.54661350339823,162.20630183038,0.00403597975511709,COMPLETE
13895,100,5.75,10,10,1000,10000,20.6645850027364,162.20630183038,0.0127396930757632,COMPLETE
13896,100,5.75,10,10,1000,100000,132.7437273823,162.20630183038,0.081836356469745,COMPLETE
13897,100,5.75,10,10,1000,1000000,295.329027316984,162.20630183038,0.18207000836861,COMPLETE
13898,100,5.75,10,10,1000,10000000,64.148831642513,162.20630183038,0.0395476815133816,COMPLETE
13899,100,5.75,10,10,1000,100000000,5.92638488900432,162.20630183038,0.00365360952202806,COMPLETE
139,20,1.4375,5,10,500,100000000,0.0893133231776571,5.06894693219936,0.00176196997862246,COMPLETE
1390,20,5.75,10,10,750,10000,15.0263934156029,162.20630183038,0.00926375439550806,COMPLETE
13900,100,5.75,10,20,0,10000,17.011216806062,162.20630183038,0.00524369787551497,COMPLETE
13901,100,5.75,10,20,0,100000,170.149675962084,162.20630183038,0.0524485405443775,COMPLETE
13902,100,5.75,10,20,0,1000000,838.400731646189,162.20630183038,0.258436547219636,COMPLETE
13903,100,5.75,10,20,0,10000000,916.643408900005,162.20630183038,0.282554807845427,COMPLETE
13904,100,5.75,10,20,0,100000000,102.566683177543,162.20630183038,0.0316161215748565,COMPLETE
13905,100,5.75,10,20,250,10000,18.2420380422178,162.20630183038,0.00562309781937254,COMPLETE
13906,100,5.75,10,20,250,100000,166.798932387092,162.20630183038,0.0514156757489963,COMPLETE
13907,100,5.75,10,20,250,1000000,823.106779503098,162.20630183038,0.253722195196777,COMPLETE
13908,100,5.75,10,20,250,10000000,832.698767731515,162.20630183038,0.256678920095927,COMPLETE
13909,100,5.75,10,20,250,100000000,86.9721404232645,162.20630183038,0.0268091126675867,COMPLETE
1391,20,5.75,10,10,750,100000,135.579962694999,162.20630183038,0.0835848923038616,COMPLETE
13910,100,5.75,10,20,500,10000,23.0124708920848,162.20630183038,0.00709358102379682,COMPLETE
13911,100,5.75,10,20,500,100000,122.143906981804,162.20630183038,0.0376507896436512,COMPLETE
13912,100,5.75,10,20,500,1000000,842.442948387594,162.20630183038,0.259682558224077,COMPLETE
13913,100,5.75,10,20,500,10000000,731.683423661312,162.20630183038,0.225540997915864,COMPLETE
13914,100,5.75,10,20,500,100000000,88.0943745256187,162.20630183038,0.0271550406893993,COMPLETE
13915,100,5.75,10,20,750,10000,20.3110280719952,162.20630183038,0.00626086281568598,COMPLETE
13916,100,5.75,10,20,750,100000,189.785899181554,162.20630183038,0.0585013951492511,COMPLETE
13917,100,5.75,10,20,750,1000000,889.386738501185,162.20630183038,0.274152954745009,COMPLETE
13918,100,5.75,10,20,750,10000000,778.542661230165,162.20630183038,0.239985331163118,COMPLETE
13919,100,5.75,10,20,750,100000000,90.627170147396,162.20630183038,0.0279357734948441,COMPLETE
1392,20,5.75,10,10,750,1000000,282.809429542855,162.20630183038,0.1743516906258,COMPLETE
13920,100,5.75,10,20,1000,10000,23.8581538920563,162.20630183038,0.00735426232607317,COMPLETE
13921,100,5.75,10,20,1000,100000,169.04640424185,162.20630183038,0.0521084576660353,COMPLETE
13922,100,5.75,10,20,1000,1000000,908.774585049649,162.20630183038,0.280129247382744,COMPLETE
13923,100,5.75,10,20,1000,10000000,834.986711896701,162.20630183038,0.257384177579566,COMPLETE
13924,100,5.75,10,20,1000,100000000,87.7669827079601,162.20630183038,0.0270541223483841,COMPLETE
13925,100,5.75,10,30,0,10000,14.2562869798725,162.20630183038,0.00292966155219223,COMPLETE
13926,100,5.75,10,30,0,100000,134.652120987979,162.20630183038,0.0276709596500522,COMPLETE
13927,100,5.75,10,30,0,1000000,1043.08826607818,162.20630183038,0.214354241955602,COMPLETE
13928,100,5.75,10,30,0,10000000,2384.89251996839,162.20630183038,0.490094505794291,COMPLETE
13929,100,5.75,10,30,0,100000000,432.151347003842,162.20630183038,0.0888069374468048,COMPLETE
1393,20,5.75,10,10,750,10000000,60.2630224819168,162.20630183038,0.0371520845996072,COMPLETE
13930,100,5.75,10,30,250,10000,12.0061238546747,162.20630183038,0.00246725388578093,COMPLETE
13931,100,5.75,10,30,250,100000,162.473765101784,162.20630183038,0.0333882969338812,COMPLETE
13932,100,5.75,10,30,250,1000000,1180.93636147998,162.20630183038,0.242681973132152,COMPLETE
13933,100,5.75,10,30,250,10000000,2639.66202171174,162.20630183038,0.542449541504672,COMPLETE
13934,100,5.75,10,30,250,100000000,477.962915928091,162.20630183038,0.0982211974369736,COMPLETE
13935,100,5.75,10,30,500,10000,17.917872961446,162.20630183038,0.00368211607877457,COMPLETE
13936,100,5.75,10,30,500,100000,183.577339988478,162.20630183038,0.0377250735466587,COMPLETE
13937,100,5.75,10,30,500,1000000,867.236363079049,162.20630183038,0.178216742771997,COMPLETE
13938,100,5.75,10,30,500,10000000,2463.35761310635,162.20630183038,0.506219052591084,COMPLETE
13939,100,5.75,10,30,500,100000000,500.237910838545,162.20630183038,0.102798700419101,COMPLETE
1394,20,5.75,10,10,750,100000000,6.21795624567345,162.20630183038,0.00383336293072979,COMPLETE
13940,100,5.75,10,30,750,10000,13.5133668988816,162.20630183038,0.00277699175810744,COMPLETE
13941,100,5.75,10,30,750,100000,113.787145639521,162.20630183038,0.0233832151516343,COMPLETE
13942,100,5.75,10,30,750,1000000,866.901291745109,162.20630183038,0.178147885740312,COMPLETE
13943,100,5.75,10,30,750,10000000,2210.62173894099,162.20630183038,0.45428192657452,COMPLETE
13944,100,5.75,10,30,750,100000000,334.593448115929,162.20630183038,0.0687588263300678,COMPLETE
13945,100,5.75,10,30,1000,10000,14.5093924467822,162.20630183038,0.00298167462937718,COMPLETE
13946,100,5.75,10,30,1000,100000,145.688797792151,162.20630183038,0.02993899253567,COMPLETE
13947,100,5.75,10,30,1000,1000000,1098.23625614689,162.20630183038,0.225687132939985,COMPLETE
13948,100,5.75,10,30,1000,10000000,2418.17536230486,162.20630183038,0.496934117235791,COMPLETE
13949,100,5.75,10,30,1000,100000000,451.59202750019,162.20630183038,0.0928019898948242,COMPLETE
1395,20,5.75,10,10,1000,10000,18.4755631585744,162.20630183038,0.0113901636065253,COMPLETE
13950,100,5.75,10,40,0,10000,9.96191499556347,162.20630183038,0.00153537730703902,COMPLETE
13951,100,5.75,10,40,0,100000,82.8850455601555,162.20630183038,0.012774634003867,COMPLETE
13952,100,5.75,10,40,0,1000000,872.0786317009,162.20630183038,0.134408870349075,COMPLETE
13953,100,5.75,10,40,0,10000000,4106.013634939,162.20630183038,0.632838180238011,COMPLETE
13954,100,5.75,10,40,0,100000000,1154.72258122335,162.20630183038,0.177971288444584,COMPLETE
13955,100,5.75,10,40,250,10000,10.8175617826264,162.20630183038,0.00166725362402048,COMPLETE
13956,100,5.75,10,40,250,100000,104.785410167872,162.20630183038,0.0161500214519172,COMPLETE
13957,100,5.75,10,40,250,1000000,833.460533351126,162.20630183038,0.128456866956791,COMPLETE
13958,100,5.75,10,40,250,10000000,4189.05535983335,162.20630183038,0.645636962399568,COMPLETE
13959,100,5.75,10,40,250,100000000,1460.89571507944,162.20630183038,0.225160135363777,COMPLETE
1396,20,5.75,10,10,1000,100000,113.182013690128,162.20630183038,0.0697765822985615,COMPLETE
13960,100,5.75,10,40,500,10000,9.86130879855668,162.20630183038,0.00151987140562343,COMPLETE
13961,100,5.75,10,40,500,100000,121.557162757273,162.20630183038,0.0187349630355894,COMPLETE
13962,100,5.75,10,40,500,1000000,860.168296546512,162.20630183038,0.132573193340848,COMPLETE
13963,100,5.75,10,40,500,10000000,4202.41891377896,162.20630183038,0.647696616339459,COMPLETE
13964,100,5.75,10,40,500,100000000,1156.44767401963,162.20630183038,0.178237167879725,COMPLETE
13965,100,5.75,10,40,750,10000,10.5922883031186,162.20630183038,0.00163253341325096,COMPLETE
13966,100,5.75,10,40,750,100000,95.4141419210796,162.20630183038,0.0147056774065497,COMPLETE
13967,100,5.75,10,40,750,1000000,648.8180084585,162.20630183038,0.0999988904772908,COMPLETE
13968,100,5.75,10,40,750,10000000,4220.51642611103,162.20630183038,0.650485890265296,COMPLETE
13969,100,5.75,10,40,750,100000000,1252.82450836888,162.20630183038,0.193091219982158,COMPLETE
1397,20,5.75,10,10,1000,1000000,334.773797584978,162.20630183038,0.206387664232092,COMPLETE
13970,100,5.75,10,40,1000,10000,14.0714568040011,162.20630183038,0.00216875926601109,COMPLETE
13971,100,5.75,10,40,1000,100000,86.0141835151564,162.20630183038,0.0132569114985899,COMPLETE
13972,100,5.75,10,40,1000,1000000,850.067629862089,162.20630183038,0.131016430969342,COMPLETE
13973,100,5.75,10,40,1000,10000000,4151.38221125631,162.20630183038,0.639830599121458,COMPLETE
13974,100,5.75,10,40,1000,100000000,1151.59224304139,162.20630183038,0.177488825965223,COMPLETE
13975,100,5.75,10,50,0,10000,8.01569394140769,162.20630183038,0.000988333233783945,COMPLETE
13976,100,5.75,10,50,0,100000,61.7435484375263,162.20630183038,0.00761296543239017,COMPLETE
13977,100,5.75,10,50,0,1000000,616.388983718567,162.20630183038,0.0760006210317438,COMPLETE
13978,100,5.75,10,50,0,10000000,4259.65326210504,162.20630183038,0.525214275159222,COMPLETE
13979,100,5.75,10,50,0,100000000,2308.64136435951,162.20630183038,0.284654953390612,COMPLETE
1398,20,5.75,10,10,1000,10000000,56.2376783827762,162.20630183038,0.0346704645554304,COMPLETE
13980,100,5.75,10,50,250,10000,8.30439916078209,162.20630183038,0.00102393052144991,COMPLETE
13981,100,5.75,10,50,250,100000,74.3518176065288,162.20630183038,0.00916756214370501,COMPLETE
13982,100,5.75,10,50,250,1000000,696.573418778207,162.20630183038,0.0858873435764068,COMPLETE
13983,100,5.75,10,50,250,10000000,3954.67951268075,162.20630183038,0.487611081450608,COMPLETE
13984,100,5.75,10,50,250,100000000,2638.43069504453,162.20630183038,0.325317902605727,COMPLETE
13985,100,5.75,10,50,500,10000,9.69673067809609,162.20630183038,0.00119560467980289,COMPLETE
13986,100,5.75,10,50,500,100000,73.6779638073936,162.20630183038,0.00908447612404594,COMPLETE
13987,100,5.75,10,50,500,1000000,625.522810236916,162.20630183038,0.0771268197571054,COMPLETE
13988,100,5.75,10,50,500,10000000,4457.97524387837,162.20630183038,0.549667330254544,COMPLETE
13989,100,5.75,10,50,500,100000000,1989.21281346211,162.20630183038,0.245269485958967,COMPLETE
1399,20,5.75,10,10,1000,100000000,5.83566715492427,162.20630183038,0.00359768214247722,COMPLETE
13990,100,5.75,10,50,750,10000,7.23625903500537,162.20630183038,0.000892229087692583,COMPLETE
13991,100,5.75,10,50,750,100000,72.0143815329471,162.20630183038,0.00887935680923829,COMPLETE
13992,100,5.75,10,50,750,1000000,617.53961924947,162.20630183038,0.0761424941301277,COMPLETE
13993,100,5.75,10,50,750,10000000,5121.65101551244,162.20630183038,0.631498401445363,COMPLETE
13994,100,5.75,10,50,750,100000000,2588.45493144416,162.20630183038,0.319155902358335,COMPLETE
13995,100,5.75,10,50,1000,10000,6.87257061526214,162.20630183038,0.000847386388532406,COMPLETE
13996,100,5.75,10,50,1000,100000,76.6939569422799,162.20630183038,0.00945634738932392,COMPLETE
13997,100,5.75,10,50,1000,1000000,626.641888529114,162.20630183038,0.0772648018551583,COMPLETE
13998,100,5.75,10,50,1000,10000000,4311.30872082834,162.20630183038,0.531583381431963,COMPLETE
13999,100,5.75,10,50,1000,100000000,2360.67799689372,162.20630183038,0.291071058307254,COMPLETE
14,20,0.25,5,10,500,100000000,0.00234924861973754,0.153314084905841,0.00153231102098698,COMPLETE
140,20,1.4375,5,10,750,10000,4.96289308185541,5.06894693219936,0.0979077735126745,COMPLETE
1400,20,5.75,10,20,0,10000,19.9500002227201,162.20630183038,0.00614957618711446,COMPLETE
14000,100,10.5,10,10,0,10000,51.4502559991145,540.892091547806,0.00951211097427685,COMPLETE
14001,100,10.5,10,10,0,100000,432.990606840207,540.892091547806,0.0800511994178301,COMPLETE
14002,100,10.5,10,10,0,1000000,772.508423835406,540.892091547806,0.142821171894899,COMPLETE
14003,100,10.5,10,10,0,10000000,119.235991623053,540.892091547806,0.0220443214989241,COMPLETE
14004,100,10.5,10,10,0,100000000,12.1171731646068,540.892091547806,0.00224022006495465,COMPLETE
14005,100,10.5,10,10,250,10000,61.9277122628512,540.892091547806,0.0114491805723467,COMPLETE
14006,100,10.5,10,10,250,100000,415.920586906092,540.892091547806,0.0768952982314645,COMPLETE
14007,100,10.5,10,10,250,1000000,694.317040725726,540.892091547806,0.128365167761814,COMPLETE
14008,100,10.5,10,10,250,10000000,113.613320753589,540.892091547806,0.0210048034587593,COMPLETE
14009,100,10.5,10,10,250,100000000,12.0861202126171,540.892091547806,0.0022344790026476,COMPLETE
1401,20,5.75,10,20,0,100000,162.111726562041,162.20630183038,0.0499708472274901,COMPLETE
14010,100,10.5,10,10,500,10000,55.4864809049408,540.892091547806,0.0102583272656403,COMPLETE
14011,100,10.5,10,10,500,100000,392.930026777566,540.892091547806,0.0726448089956658,COMPLETE
14012,100,10.5,10,10,500,1000000,807.08927979466,540.892091547806,0.149214472240685,COMPLETE
14013,100,10.5,10,10,500,10000000,109.802497732986,540.892091547806,0.0203002594138098,COMPLETE
14014,100,10.5,10,10,500,100000000,10.0758180136018,540.892091547806,0.001862814814831,COMPLETE
14015,100,10.5,10,10,750,10000,60.1577991626073,540.892091547806,0.0111219594633859,COMPLETE
14016,100,10.5,10,10,750,100000,379.842922450599,540.892091547806,0.0702252682903253,COMPLETE
14017,100,10.5,10,10,750,1000000,758.954903370165,540.892091547806,0.140315400285915,COMPLETE
14018,100,10.5,10,10,750,10000000,123.99119524997,540.892091547806,0.0229234624035931,COMPLETE
14019,100,10.5,10,10,750,100000000,11.7022233467294,540.892091547806,0.00216350424226809,COMPLETE
1402,20,5.75,10,20,0,1000000,765.675735635652,162.20630183038,0.236019108689231,COMPLETE
14020,100,10.5,10,10,1000,10000,60.2505240197399,540.892091547806,0.0111391024127064,COMPLETE
14021,100,10.5,10,10,1000,100000,376.088493879198,540.892091547806,0.0695311504376022,COMPLETE
14022,100,10.5,10,10,1000,1000000,785.721137083777,540.892091547806,0.145263935147466,COMPLETE
